,date,username,tweet,replies_count,retweets_count,likes_count,link,popularity
440274,2020-08-11,tamaidedulce,Mi mejor amiga y yo después de ponernos la vacuna rusa.  https://t.co/raNvl9rUAy,3671,29977,130834,https://twitter.com/TamaiDeDulce/status/1293347990682443777,54827.333333333336
270531,2020-12-24,nachoinventado,bardean la vacuna rusa pero comen ensalada rusa en fin la hip hip hopa,69,6776,98531,https://twitter.com/nachoinventado/status/1342215545966493696,35125.333333333336
456936,2020-08-04,sofia_pyrrh,la vacuna rusa llega a estar para octubre y saco los parlantes a la vereda con el himno de la URSS a todo lo que da mientras visto un ushanka,132,9896,70564,https://twitter.com/sofia_pyrrh/status/1290504352319385600,26864.0
254963,2020-12-29,motorpsico16_,Una novia enfermera que te ponga la vacuna rusa 😍  https://t.co/u1Ak2evM18,53,4239,49399,https://twitter.com/motorpsico16_/status/1343937234572103680,17897.0
207463,2021-01-26,lillytellez,"Que conteste @HLGatell :  ¿Por qué compra la vacuna rusa que no tiene aval de la OMS ni de la comunidad científica internacional?  A ver, que conteste la pregunta.",4385,9016,36535,https://twitter.com/LillyTellez/status/1354256084161024000,16645.333333333332
431237,2020-08-12,_julieme,Entre la polémica vacuna rusa inglesa voy a aplicar la misma filosofía que utilizaba cuando me gustaban varios amigos de un mismo grupo: que me la ponga cualquiera.,128,2880,41516,https://twitter.com/_julieme/status/1293615853947228169,14841.333333333334
279954,2020-12-22,endemianado,"Un Diego Maradona todo barbudo baja del avión de Aerolíneas Argentinas con la vacuna rusa y dice 'lo logramos, era una misión secreta y tuvimos que hacerlo así, les ruego me perdonen, los amo a todos'.",386,2338,39066,https://twitter.com/endemianado/status/1341527116588920833,13930.0
442634,2020-08-11,lamastabo,Que si voy a aceptar la vacuna rusa? wey he aceptado aguas locas de extraños en fiestas masivas de ciudad azteca. Sería una hipocresía de mi parte no hacerlo.,177,3841,30592,https://twitter.com/lamastabo/status/1293305183347367936,11536.666666666666
427188,2020-08-12,galahalf,"mientras les cuento que ya me puse la vacuna rusa del COVID y no tengo ningún efectoski secundarioski только если укол немного боли т. бля кто это читает. чтобы больше смеяться, следуйте рассказу о мартурати.",38,2059,31385,https://twitter.com/galahalf/status/1293699061422358532,11160.666666666666
455606,2020-08-06,atreyumcy,"La VACUNA RUSA contra el COVID-19 tiene un chip que te obliga a cantar ALL THE THINGS SHE SAID de T.A.T.U , mucho cuidado, pilas!!!!!",198,5476,27524,https://twitter.com/atreyumcy/status/1291222202252107776,11066.0
207912,2021-01-26,chumeltorres,"No es que desconfíe de la vacuna rusa, es que el único que dice que es una chingonería es Rusia.  Para mi mamá yo también era el niño más bonito del mundo.",815,3088,29205,https://twitter.com/ChumelTorres/status/1354240682018258945,11036.0
457701,2020-08-03,profetaargen,Yo cuando me den la vacuna rusa  https://t.co/DLuSvDs82r,93,4744,26212,https://twitter.com/ProfetaArgen/status/1290405331810619392,10349.666666666666
311880,2020-11-29,minervisha,Estoy ENLOQUECIDA con el hecho de que en Córdoba vayan a almacenar la vacuna rusa en las heladeras de Grido. Real.,171,695,28161,https://twitter.com/minervisha/status/1333201798765613056,9675.666666666666
211697,2021-01-26,lillytellez,"La vacuna rusa NO está aprobada por la Comunidad Científica Internacional pero la aprobará la Cofepris en México. Es la vacuna barata, por eso la eligió el Gobierno.",2655,6208,19889,https://twitter.com/LillyTellez/status/1354079501110681606,9584.0
440248,2020-08-11,termenzo,yo 0.0001 segundos después de ponerme la vacuna rusa  https://t.co/w5d8g9jYBT,20,3212,24669,https://twitter.com/termenzo/status/1293348520779546636,9300.333333333334
462668,2020-07-12,rtultimahora,ÚLTIMA HORA: Los ensayos clínicos confirman la seguridad de la vacuna rusa contra el covid-19  https://t.co/wvs5BQirnT  https://t.co/YH0NCzp1CT,412,9223,17669,https://twitter.com/RTultimahora/status/1282204107974082562,9101.333333333334
189483,2021-02-02,fdbedout,"La revista médica The Lancet pública los resultados de la vacuna rusa Sputnik V. 91% de efectividad, 100% en casos graves, la de menor % reacción adversa. Son dos dosis, no refrigeración especial, es la más barata. Acuerdos con Argentina, Bolivia, Paraguay, Venezuela, Mexico.",993,6576,19559,https://twitter.com/fdbedout/status/1356591568698945542,9042.666666666666
254933,2020-12-29,profedmusica,"-LA VACUNA RUSA ME GENERA DUDAS, QUE LOS FUNCIONARIOS SE VACUNEN PRIMERO!!  -Axel Kicillof fue el primero en vacunarse.  -¿POR QUÉ SE VACUNAN PRIMERO ELLOS? QUE ESOS CORRUPTOS DEJEN VACUNAS PARA NOSOTROS!!",59,2742,24139,https://twitter.com/profedmusica/status/1343938252403830785,8980.0
432448,2020-08-12,jezzzini,ojalá que la vacuna rusa me haga más resistente al vodka y me transforme en patinadora artística sobre hielo 😌😌,79,3765,22574,https://twitter.com/jezzzini/status/1293595380580581377,8806.0
449708,2020-08-11,f3rn,Yo saliendo de ponerme la vacuna rusa  https://t.co/NSA59qgO01,275,5682,19425,https://twitter.com/F3rn/status/1293205784143310854,8460.666666666666
139619,2021-03-06,juanfaerman,"Muchos desconfiaban de la vacuna rusa, pero no vi a nadie exigiendo saber qué tiene Sancor Bebé 3.",128,1869,23283,https://twitter.com/JuanFaerman/status/1368066411466264580,8426.666666666666
206382,2021-01-27,lillytellez,El gobierno se enojó porque dije la verdad sobre la vacuna rusa.  Tienen la fuerza pero no tienen la razón.  A puro manotazo me quieren callar.  Cobardes.,2696,4161,17952,https://twitter.com/LillyTellez/status/1354294413543960578,8269.666666666666
452182,2020-08-11,coronavid19,Ya os diré qué tal me sienta la vacuna rusa.,288,2228,22253,https://twitter.com/CoronaVid19/status/1293172547018727425,8256.333333333334
458814,2020-08-03,rtultimahora,ÚLTIMA HORA   Todos los voluntarios que recibieron la vacuna rusa contra el covid-19 desarrollaron inmunidad  https://t.co/pHXj8cT1sf  https://t.co/uwURkkFXxu,342,8129,16230,https://twitter.com/RTultimahora/status/1290254030107586561,8233.666666666666
449656,2020-08-11,_elan_,"Le tengo más confianza a todos mis exes, que a la vacuna Rusa para el COVID-19.",429,2313,21024,https://twitter.com/_elan_/status/1293206629748322307,7922.0
436379,2020-08-12,vendounhueco,"No creen en la vacuna rusa, pero muéstreles la Virgen en una arepa!!!!!!!!",171,3299,16661,https://twitter.com/vendounhueco/status/1293498885332176896,6710.333333333333
210890,2021-01-26,lillytellez,"La 4T pide a Twitter que cierren mi cuenta por decir la verdad sobre la vacuna rusa:   NO está aprobada por la comunidad científica internacional y Alemania NO les compró vacunas, solo les ofreció ayuda porque su vacuna NO aprueba requisitos para entrar a la UE.",1222,4284,13229,https://twitter.com/LillyTellez/status/1354114779095343110,6245.0
272007,2020-12-24,la12tuittera,💉 La vacuna Rusa 🙌🏻💙💛💙  https://t.co/DzvKNmuLOS,37,1340,17321,https://twitter.com/La12tuittera/status/1342142821571158017,6232.666666666667
209316,2021-01-26,lizgottik,La vacuna rusa es como el presidente hasta ahorita no se ha comprobado que sirvan.,364,3299,14662,https://twitter.com/Lizgottik/status/1354180566879358976,6108.333333333333
289196,2020-12-18,llamameelisa,Usar una vacuna rusa para detener una pandemia: ilógico. Cenar mayonesa con cosas junto a población de riesgo para celebrar la resurrección del protagonista de una novela anónima de hace 25 siglos en medio de una pandemia: lógico.,45,1709,16095,https://twitter.com/LlamameElisa/status/1339910339010412544,5949.666666666667
201062,2021-01-27,embrusiamexico,💥 Recientemente en las redes sociales se ha difundido mucha información falsa sobre la #vacuna rusa @sputnikvaccine. Por eso hoy decidimos refutar algunos mitos sobre este biológico!  🔝 Lean nuestra publicación en Facebook:  https://t.co/oHCmzWnBn2  https://t.co/7wFxMNjVEB,1046,6203,10138,https://twitter.com/EmbRusiaMexico/status/1354576625187356673,5795.666666666667
4142,2021-04-15,rolineston,Países con su propia vacuna: - China: Sinovac. - Reino Unido: AstraZeneca. - EE. UU.: Moderna. - Bélgica: Janssen. - Alemania: Pfizer. - Colombia: Reforma tributaria.,124,3735,12692,https://twitter.com/Rolineston/status/1382771777177317378,5517.0
456117,2020-08-04,dubstar78,antes de la vacuna rusa / despues de la vacuna rusa  https://t.co/N3U6HHlfZS,21,1110,15151,https://twitter.com/dubstar78/status/1290807831051096064,5427.333333333333
253885,2020-12-29,madorni,En La Rioja aplicamos dos dosis de la vacuna rusa por persona (una en cada brazo) para lograr mayor efectividad.  Argentina de pie.  https://t.co/tsN2MkWADB,418,2713,13142,https://twitter.com/madorni/status/1343985788950896648,5424.333333333333
453178,2020-08-11,xdxcxb,"qué mierda me importan las dudas de la comunidad científica internacional, me tirás una vacuna rusa y la atajo con la cola.",9,1216,14943,https://twitter.com/xdxcxb/status/1293154174885036034,5389.333333333333
211800,2021-01-26,lillytellez,"Solo México, Bielorrusia, Venezuela y Argentina apuestan por la vacuna rusa.",2016,2940,10747,https://twitter.com/LillyTellez/status/1354074671411458048,5234.333333333333
214298,2021-01-25,carlosalazraki,¿ Sabían que la Organización Mundial de la Salud y la FDA de Estados Unidos NO HAN APROBADO la pinche vacuna Rusa ?,696,3628,11281,https://twitter.com/carlosalazraki/status/1353812059310362624,5201.666666666667
457726,2020-08-03,pia_dmn,La vacuna rusa tiene un chip que te obliga a cantar All the Things She Said de t.a.t.u.  Mucho cuidado.,109,2217,13125,https://twitter.com/pia_dmn/status/1290401321821057026,5150.333333333333
285981,2020-12-19,ecarlef,"Pedro Cahn: ""A la vacuna rusa le decimos rusa, pero a la Pfizer no le decimos norteamericana, ni a la de Oxford inglesa. Las palabras tienen contenido y continente...""  https://t.co/2vNBvTebVH",216,2257,12756,https://twitter.com/EcarleF/status/1340338770156118017,5076.333333333333
194296,2021-01-29,embrusiamexico,"🤔 Dónde estaban antes esas voces preocupadas por la supuesta ""opacidad"", ""apuro"", ""fases incompletas, ""falta de autorización"", etc., que estamos escuchando hoy sobre la #vacuna rusa Sputnik V?  @mae_rusia @inafinogenova   ▶️ Recomendamos ver este video:   https://t.co/kWUSgduTzy",1777,4946,8231,https://twitter.com/EmbRusiaMexico/status/1355308269112324101,4984.666666666667
7199,2021-04-12,hernanpanessi,"Un datito: la Sinopharm, la vacuna china que compró la República Argentina, tiene 79% de eficacia. Coronavac, la que mencionan los medios y nuestro país no compró, tiene 50,4%. Paremos la mano con las fake news y la mala leche. Generan confusión, dolor y más angustia.",115,3301,11414,https://twitter.com/hernanpanessi/status/1381630921917526020,4943.333333333333
434660,2020-08-12,el_hombre_koala,AMLO ya se aplico la vacuna rusa. 😱  https://t.co/lgrzbViAfq,90,1858,12321,https://twitter.com/El_Hombre_Koala/status/1293548969931530240,4756.333333333333
212159,2021-01-26,ricbenedetti,"💣¡DOCUMENTO EXCLUSIVO! 💣 Luego de una intensa búsqueda dimos con el prospecto de la Vacuna rusa Sputnik V ¿Porqué ocultaron esta información que debiera ser pública y estar traducida al inglés y/o español? Será por las graves ""Precauciones"" para aplicarla?: aquí la traducción👉  https://t.co/0vSYpF7eHn",440,6012,7456,https://twitter.com/RicBenedetti/status/1354051602953461761,4636.0
278867,2020-12-23,jlespert,ANMAT todavía no autorizó la vacuna rusa que fuimos a buscar en vuelo épico con la quebrada Aerolíneas Argentinas y al mismo tiempo ANMAT ya aprobó la vacuna Pfizer que todavía no tenemos. Al Borda,1075,1570,11127,https://twitter.com/jlespert/status/1341710460689801216,4590.666666666667
202778,2021-01-27,felipecalderon,"En agosto, el subse @HLGatell dijo que por razones éticas y de bioseguridad no se puede ni se debe usar la vacuna rusa por no haber terminado los estudios de fase 3 satisfactoriamente. Ahora nos anuncian que esa es la vacuna que aplicará en México (24 millones de dosis).",1075,3961,8497,https://twitter.com/FelipeCalderon/status/1354510696885706762,4511.0
254984,2020-12-29,vulgarcite,Kicillof después de la vacuna rusa.  https://t.co/n5TGGmqqY1,59,1441,11594,https://twitter.com/vulgarcite/status/1343936553790427136,4364.666666666667
210650,2021-01-26,chumeltorres,Le tengo más confianza a Yolanda Saldívar que a la vacuna rusa.,399,908,11510,https://twitter.com/ChumelTorres/status/1354124791368695808,4272.333333333333
126720,2021-03-24,luiscarlos,"Maduro dijo que pagaría 200 millones de dólares por 10 millones de dosis de la vacuna rusa. Es decir: $20/dosis. Sin problemas de dinero. Realmente vale $10, lo dice la página oficial de la Sputnik V.  La vacuna de Oxford que vendría por el COVAX cuesta $4, pero la niegan.",246,5557,7005,https://twitter.com/LuisCarlos/status/1374910117855039489,4269.333333333333
60692,2021-01-18,jorgeberry,No pienso ponerme la vacuna china ni rusa. Ese es todo el tuit.,2778,1130,8768,https://twitter.com/jorgeberry/status/1351168734984077313,4225.333333333333
452309,2020-08-11,nachoavilac,La vacuna rusa siendo la primera en llegar:  https://t.co/8pg91u6GPn,16,2871,9696,https://twitter.com/nachoavilac/status/1293170474336292871,4194.333333333333
188960,2021-02-02,askomartin,"ULTIMO MINUTO: PUBLICACION CIENTIFICA THE LANCET HACE INSTANTES. Regimen de 2 dosis de la Vacuna Rusa Sputnik V tiene 91% de efectividad. Incluso en adultos mayores. Resultados de fase 3 en 20.000 voluntarios. Como siempre dijimos, no subestimen a la ciencia rusa. 🇷🇺🙏🏼  https://t.co/HDcpwKAB4y",210,2210,10006,https://twitter.com/askomartin/status/1356598322388213761,4142.0
439963,2020-08-11,victororvikk,Yo después de ponerme la vacuna rusa del corona virus  https://t.co/H3ACt3jtZs,79,2663,9645,https://twitter.com/victororvikk/status/1293354112638242816,4129.0
266258,2020-12-26,miguel_boggiano,"Chile logró asegurar una provisión de 30 millones de dosis de la vacuna. Son 19 millones de habitantes.  Argentina trajo 300.000 dosis de la vacuna rusa. Y somos 44 millones.  Cuenten el relato heroico de Moscú como más les guste. Pero es un fracaso ""cósmico"" como aquel barrilete",312,2288,9670,https://twitter.com/Miguel_Boggiano/status/1342880353124540416,4090.0
417649,2020-08-14,inafinogenova,"No vengo a convencerles de las bondades de la vacuna rusa. Pero si su idea de ella se basa en lo que han visto en los medios convencionales, quizás les hace falta algo más de información, porque seguramente es lo que menos les han ofrecido.   https://t.co/gXTbFho3zw",375,4331,7331,https://twitter.com/inafinogenova/status/1294329299307307010,4012.3333333333335
225525,2021-01-18,chumeltorres,La vacuna rusa como los tamales de dulce: ni de pedddddddddddo me den esa mierda.,416,855,10644,https://twitter.com/ChumelTorres/status/1351346960158998528,3971.6666666666665
113351,2021-04-10,kyupotter,Mi novio opina que han perdido la oportunidad de llamar a la vacuna rusa Vakunin,23,1065,10811,https://twitter.com/KyuPotter/status/1380801862480371714,3966.3333333333335
352455,2020-11-02,babyaetchecopar,La vacuna rusa debe ser testeada primero en los políticos.  Si coincidís compartí.,393,3594,7874,https://twitter.com/babyaetchecopar/status/1323398183830065152,3953.6666666666665
450614,2020-08-11,profesorbriceno,"La última cosa rusa que usé fue un Lada al que se le despegó el tablero por el calor, pregúntame si voy a ponerme una vacuna rusa.",586,2662,8339,https://twitter.com/profesorbriceno/status/1293193808243380226,3862.3333333333335
270849,2020-12-24,ortegajuli,"Desconfían tanto de la vacuna rusa, que es la única que quiero darme.",355,813,10397,https://twitter.com/ortegajuli/status/1342196547421921280,3855.0
398217,2020-09-03,davidhincapie04,"Amigos, me ofrecí como voluntario para la vacuna rusa COVID-19 y fui vacunado esta mañana en el hospital , fui hacer mis cosas normal y hasta ahora no observo ninguna reaksionoski o efecto sekundarioski pueden estar trankiloski иi meиш че сеитгюд ерпестe аьио овут Лопес",72,877,10468,https://twitter.com/DavidHincapie04/status/1301541644282540033,3805.6666666666665
268468,2020-12-25,hanalfabeto,Kicillof será el primero en recibir la vacuna rusa.  La cagada es que si tiene algún efecto secundario capaz que no nos damos cuenta.,292,1586,9447,https://twitter.com/hanalfabeto/status/1342548255721349122,3775.0
204558,2021-01-27,lillytellez,"La vacuna rusa no está aprobada por la Agencia de Medicinas de la Unión Europea, la FDA, la OMS, ni la comunidad científica internacional. Así como @HLGatell propuso el modelo centinela, por barato, hace lo mismo con la vacuna rusa. Es negligencia criminal.",565,2841,7783,https://twitter.com/LillyTellez/status/1354446974989209605,3729.6666666666665
159846,2021-02-14,pedritoextranja,"La vacuna rusa cuesta $3.20 Con 64 millones comprarían 20 millones de dosis con lo que tendriamos 10 millones de vacunados en junio.  No es tan difícil. Solo dejen de robarse hasta el último centavo, delincuentes.",133,3290,7757,https://twitter.com/PedritoExtranja/status/1361030073676165121,3726.6666666666665
189875,2021-02-02,el_pais,"🔴 ÚLTIMA HORA | La vacuna rusa Sputnik V alcanza una eficacia del 92%, según un ensayo con 20.000 participantes. El medicamento ya se ha registrado en 16 países, incluidos Argentina, Bolivia, Paraguay y Venezuela  https://t.co/QuRIPOUGCS  https://t.co/j6jqZqC1QZ",230,3130,7799,https://twitter.com/el_pais/status/1356584784324141057,3719.6666666666665
213303,2021-01-25,denisedresserg,"1er acto: gobierno presume compra/arribo de vacunas. 2o acto: vacunación lenta/desordenada sin 2a dosis asegurada. 3er acto: AMLO anuncia compra de vacuna rusa no autorizada/verificada y López-Gatell rechaza comprar vacuna/Moderna. ¿Cómo se llamó la obra? “Querida, jodí al país”",530,2884,7670,https://twitter.com/DeniseDresserG/status/1353898135614087170,3694.6666666666665
225181,2021-01-19,rtultimahora,ÚLTIMA HORA: Anuncian que la eficacia inmunológica de la vacuna rusa contra el coronavirus EpiVacCorona es del 100 %  https://t.co/1SII7m9KR6  https://t.co/fw5X9pPPmb,172,3810,7093,https://twitter.com/RTultimahora/status/1351482386010271745,3691.6666666666665
445100,2020-08-11,enmexicomagico,Yo cuando me pongan la vacuna rusa contra el COVID 🇷🇺     https://t.co/E57Rnzqec2,106,2502,8416,https://twitter.com/EnMexicoMagico/status/1293266118673682433,3674.6666666666665
445261,2020-08-11,chumeltorres,—Es que todavía no hay vacuna Rusa —Pónmela… —nomás la registraron pero está en fase 3… —Ponme esa madre… —Aún no se comprueba qu… —ME VALE MADRE SI ES BRONCOLIN CON VICK VAPORUB PONME ESA CHINGADERA,172,1053,9758,https://twitter.com/ChumelTorres/status/1293263400185651200,3661.0
243787,2021-01-04,levyrincon,O sea que Duque se gastó la plata para el manejo de la pandemia en un programa de televisión y no en las vacunas para prevenir el contagio. ¡Jajajajajajajaja! ¡Qué gonorrea! No falta el uribista que salga a decir que es mejor el programa que la vacuna rusa. ¡Malparidos idiotas!,108,2237,8595,https://twitter.com/LevyRincon/status/1346157330228981761,3646.6666666666665
188931,2021-02-02,betty_couder,Ya fueron publicados en la revista científica The Lance los estudios de fase 3 de la vacuna rusa Sputnik V. Ya nada más falta que Lilly Tellez la apruebe.,481,2283,8089,https://twitter.com/Betty_Couder/status/1356598560314245131,3617.6666666666665
206474,2021-01-27,lillytellez,"La 4T sin razón y por la fuerza.  Mentiroso gobierno de Morena:   Inventa que soy anti vacunas porque lo puse contra la pared.  🚨Confiesa Gobierno que compra vacuna rusa que no tiene aprobación de la OMS, ni de la comunidad científica internacional 🚨",801,2383,7635,https://twitter.com/LillyTellez/status/1354290540397817861,3606.3333333333335
385854,2020-09-15,jramonfernandez,"""La vacuna rusa causa efectos secundarios: fiebre y dolor en el lugar de la inyección"". Notición de A3. Nunca una vacuna causó antes esos efectos secundarios como estos. 🤦🏽‍♀️",231,1923,8612,https://twitter.com/jramonfernandez/status/1305860672580915201,3588.6666666666665
288094,2020-12-18,drckambourian,"Si es cierto que ANMAT no interviene el la aprobación de la vacuna Rusa y delega en el Ministerio de Salud, es de una gravedad nunca vista. Atención a esto.",370,2607,7675,https://twitter.com/DrCKambourian/status/1339980285618888707,3550.6666666666665
186709,2021-02-02,ferbelaunzaran,".@LillyTellez pedía que se publicaran estudios de Fase 3 de la vacuna rusa, Sputnik V, antes de que México la aceptara, comprara y aplicara.  Eso sucedió hoy en Lancet.  ¡Qué bueno!  No entiendo a pejistas que quieren trollearla si ella se salió con la suya para bien del país.",1176,1671,7695,https://twitter.com/ferbelaunzaran/status/1356627936510697472,3514.0
335799,2020-11-05,gabylevinas,El dueño de HLB FARMA Garcia Furfaro. estuvo preso. Armó el Vatayón Militante. Salió de la cárcel y puso laboratorios Ramallo el cual fue clausurado por ANMAt Y ahora compra laboratorios. como HLB farma y le dan la vacuna rusa y Garcia Furfaro viajó con Vizotti. Órdenes  de Cris,366,4010,6087,https://twitter.com/GabyLevinas/status/1324378220565798913,3487.6666666666665
375249,2020-10-02,joelgarcia69,"Virus chino, vacuna rusa y gasolina iraní.",639,3771,5905,https://twitter.com/joelgarcia69/status/1312190358009253891,3438.3333333333335
308332,2020-12-06,hiperinflada,Vacuna rusa fabricada en argentina y almacenada en grido. Que puede salir mal ?,76,570,9516,https://twitter.com/hiperinflada/status/1335629261047271432,3387.3333333333335
363811,2020-10-15,leonardo_padron,"Maduro enciende la cruz del Ávila, promete juguetes para navidad y la vacuna rusa para todos. Juega a que la vida es normal en Venezuela.   Es un farsante con carnet.",289,2910,6893,https://twitter.com/Leonardo_Padron/status/1316721888585027585,3364.0
439520,2020-08-11,matiasbruales,- Qué tal la vacuna rusa? - No stanilista.,59,1192,8659,https://twitter.com/matiasbruales/status/1293363282112380928,3303.3333333333335
217372,2021-01-24,embrusiaenarges,🇷🇺✌️🇦🇷La Vice-Presidenta de la República #Argentina Cristina Fernández de Kirchner @CFKArgentina aplicó hoy la vacuna rusa contra coronavirus #SputnikV  👏👏👏  https://t.co/3GWrndZKmF,195,1463,8175,https://twitter.com/EmbRusiaEnArgEs/status/1353388713875812357,3277.6666666666665
440379,2020-08-11,ezequielcampa,"-te darías las vacuna rusa?  - nooo, jamás, ni en pedo. A ver pasame esa cocaína mezclada con vidrio molido que pasaron por aduana adentro de un forro que cagaron una vez que llegaron acá que me la quiero meter en la nariz en un baño con extraños.",54,1101,8660,https://twitter.com/EzequielCampa/status/1293345698117713920,3271.6666666666665
104781,2021-04-26,jackdelaconcha,El INVIMA con la vacuna rusa    ////////  El INVIMA con el Reduce Fast Fast  https://t.co/tJESz3VTjm,35,1334,8327,https://twitter.com/JackDeLaConcha/status/1386791609107460099,3232.0
203857,2021-01-27,abrahamendieta,"Los gobernadores panistas intentaron comprar vacunas mal y tarde, y las empresas farmacéuticas no les quieren vender hasta el año que viene.   Y aún así, los legisladores panistas buscan que no se adquiera la vacuna rusa Sputnik V.   Ni resuelven, ni ayudan, solo destruyen.",270,2684,6704,https://twitter.com/abrahamendieta/status/1354472860203401220,3219.3333333333335
188822,2021-02-02,petrogustavo,"La vacuna rusa ha cumplido todas las fases de investigación científica, incluida la investigación por pares, y alcanza 100% de eficiencia para casos graves  Le propongo al presidente que construya una coordinación de países latinoamericanos para negociar este tipo de vacuna",630,2185,6838,https://twitter.com/petrogustavo/status/1356599554330755077,3217.6666666666665
198176,2021-01-28,andrearoae,"Con razón no aceptaron la vacuna Rusa, ¿Se los imaginan negociando la vacuna en Ruso?",133,1427,8066,https://twitter.com/andrearoae/status/1354826090066284548,3208.6666666666665
356554,2020-11-02,nociruno,"Chicos, yo tome ""Septimo Regimiento"" en boliches del conurbano, mira sino me voy a poner una vacuna rusa",134,1308,8093,https://twitter.com/NoCiruNo/status/1323358033263677443,3178.3333333333335
443265,2020-08-11,fransmendi,bitches be like ni loco me pongo la vacuna rusa y despues toman keta del piso,2,710,8814,https://twitter.com/fransmendi/status/1293295454789173254,3175.3333333333335
187215,2021-02-02,juncalssolano,Ahora que dirás @LillyTellez sobre la vacuna rusa??  O saldrá al quite otro legislador panistan experto. 🤭,338,1962,7207,https://twitter.com/juncalssolano/status/1356620842369769475,3169.0
448638,2020-08-11,santoroleandro,"Veo más ""alarmas prendidas"" por el anuncio de una vacuna Rusa que cuando Trump sugirió inyectarle desinfectante a los enfermos para matar el virus. Notable.",153,1822,7475,https://twitter.com/SantoroLeandro/status/1293219026131451905,3150.0
99600,2020-08-11,santoroleandro,"Veo más ""alarmas prendidas"" por el anuncio de una vacuna Rusa que cuando Trump sugirió inyectarle desinfectante a los enfermos para matar el virus. Notable.",153,1822,7475,https://twitter.com/SantoroLeandro/status/1293219026131451905,3150.0
428327,2020-08-12,braianalexislo,Primera fotos de la vacuna rusa.  https://t.co/8SjfYUzszD,20,995,8426,https://twitter.com/braianalexislo/status/1293676778167234561,3147.0
452185,2020-08-11,srapatria,Se emborrachan con trago adulterado y ahora dicen que no se aplicarían la vacuna rusa contra el coronavirus. ¡JA!,106,1497,7691,https://twitter.com/SraPatria/status/1293172530677784577,3098.0
117058,2021-04-06,gmaemejota,¿Cómo? ¿Que Ayuso quiere comprar la vacuna rusa? Al final eligió comunismo.,148,1381,7743,https://twitter.com/gmaemejota/status/1379516758822948864,3090.6666666666665
357085,2020-11-02,c5n,⭕ El presidente @alferdez confirmó que su viceministra de Salud @carlavizzotti viajó a Moscú para concretar la adquisición de 25.000.000 de dosis de la vacuna rusa Sputnik V contra el COVID-19  https://t.co/apFdXtRr4p,550,1411,7306,https://twitter.com/C5N/status/1323350201105555456,3089.0
279775,2020-12-22,etupitooriginal,"A esta navidad la paso con familiares gorilas y ya sé cómo voy a pudrirla😏. _Che tía, ¿Así que te vas a poner una vacuna Rusa, traída por aerolíneas Argentinas, conseguida por Cristina en un hospital público?.  Recen por mí.",1973,601,6638,https://twitter.com/Etupitooriginal/status/1341540337316184065,3070.6666666666665
195027,2021-01-29,martibatres,Ahora resulta que la vacuna rusa no debe utilizarse porque el gobierno de ese país es autoritario. ¿Y las vacunas producidas en Inglaterra y Bélgica serán malas por monárquicas? El oscurantismo medieval de la derecha mexicana.,744,2185,6273,https://twitter.com/martibatres/status/1355218733594193920,3067.3333333333335
212869,2021-01-26,jgnaredo,¿Por qué @LillyTellez está cuestionando tanto la vacuna rusa? ¿Qué intereses hay detrás de esa campaña negra? ¿Quién le pidió a Lilly Téllez que emprendiera una guerra sucia contra una vacuna? ¿Por qué ahora?  Lo único claro es que a Téllez lo que menos le importa es la gente.,580,2284,6317,https://twitter.com/jgnaredo/status/1353926797914763264,3060.3333333333335
195327,2021-01-29,lillytellez,"Piden disculpas los @MorenaSenadores a Rusia por que México ha puesto en evidencia que su vacuna NO cumple los requisitos sanitarios que marcan los estándares internacionales.  Y festejan el único aval que tiene la vacuna rusa... el de Rusia.  Perversos, mentirosos y arrastrados.  https://t.co/gHoVvoY3QS",782,2302,6066,https://twitter.com/LillyTellez/status/1355183232405233668,3050.0
186093,2021-02-02,lillytellez,"El gobierno mexicano lo ha hecho al revés: primero compran y luego averiguan.  La vacuna rusa debe cumplir los requisitos para  obtener el aval de la UE, la FDA, la OMS.  Es muy buena noticia que la publicación de hoy ayudará a lograr el reconocimiento científico.",1646,1258,6239,https://twitter.com/LillyTellez/status/1356637098300833792,3047.6666666666665
295069,2020-12-17,wolffwaldo,Lo de la vacuna rusa es un escándalo más que seguramente será tapado por otro nuevo.,388,1496,7236,https://twitter.com/WolffWaldo/status/1339575981640564737,3040.0
183492,2021-02-02,hectorscaballer,"Hoy le llamó a mi madre una ""servidora de la nación"" para el tema de la vacuna.Mi madre,  como buena norteña le dice:  -oiga chula,dos cosas:la primera,si es la vacuna rusa o china,no me la voy a poner. Y la segunda, dígale a su presidente que chngue a su mare. 🤣🤣me hizo el día",393,1796,6914,https://twitter.com/hectorscaballer/status/1356686997558071303,3034.3333333333335
170158,2021-02-04,abrahamendieta,"Estaba totalmente convencido de que era una FakeNews que Aguilar Camín dijo que la vacuna rusa “funciona mejor para los rusos que para los países tropicales”.   Lo revisé. Y sí, sí dijo esa vacilada.",352,2072,6636,https://twitter.com/abrahamendieta/status/1357510642245267457,3020.0
258209,2020-12-28,michifuzzy,- ¿Cuánto sale la vacuna rusa? - Fría US$12. Natural US$10.,78,1301,7680,https://twitter.com/MichiFuzzy/status/1343668561768833038,3019.6666666666665
