,date,username,tweet,replies_count,retweets_count,likes_count,link
32209,2021-03-05,jmanalich,"Información adicional sobre vacuna china que se usa en Chile: eficaz en un 83,5% para prevenir contagios y 100% para prevenir enfermedades graves, hospitalizaciones y muertes.  https://t.co/24BzM4VyXL",114,572,1928,https://twitter.com/jmanalich/status/1367963129544577024
28983,2021-03-06,pbustamantep,"Sgdo  informe de la U. Cayetano Heredia confirma eficacia de vacuna China es muy baja. El 1er informe, no  público, seguro dice lo mismo. Con esa inf. no se debió comprar estas vacunas. Según el dr E. Bustamante hay q parar su aplicación. Gob. debe  explicación seria y urgente.",60,747,1873,https://twitter.com/pbustamantep/status/1368347483693330433
140378,2021-03-05,frospigliosi,"El intelectual de izquierda Francisco Sagasti ha inventado una nueva línea de pobreza, todo aquel que tenga 35 soles para pagarse una vacuna rusa es rico y tendrá que esperar a que su ineficiente Gobierno consiga vacunas algún día. O morirse en la espera  https://t.co/lcNwv01fzl",243,644,1861,https://twitter.com/Frospigliosi/status/1367846958132588547
24236,2021-03-09,esquinabaja,"Málaga ya sabía que dos dosis de la vacuna china no servían, por eso se puso tres dosis. De todas maneras hubo una compra millonaria. A todo esto, Málaga, Mazzetti y todos los que negociaron las vacunas van por la vida de lo más bien, no? Aquí no pasa nada.",223,527,1836,https://twitter.com/esquinabaja/status/1369355364156768257
140116,2021-03-05,spitta1969,De dónde sacaron que la vacuna rusa es la mejor? Repiten como loritos Kichiloffianos.,78,400,1618,https://twitter.com/spitta1969/status/1367934913148780548
24854,2021-03-09,jbcperu,Lo bueno de la vacuna china es que aumentará el fervor religioso: te la pones...y a rezar.,61,364,1610,https://twitter.com/JBCPERU/status/1369235190942416896
143201,2021-03-02,maurdiver,"El dueño de #Civa se zurra en #Sagasti y dice que en 15 días el gremio de transportes traerá 100 mil dosis de la #vacuna rusa a Lima para inmunizar a sus colaboradores. “A ver pues, que nos impidan retirar el lote de aduanas cuando llegue”.  https://t.co/hUCN0eRMAh",310,622,1600,https://twitter.com/maurdiver/status/1366737776717225986
24383,2021-03-09,jorgevillenal,"Sospecho que la vacuna Pfizer se la están aplicando a la ""creme de la creme"" de la burocracia morada, mientras a nuestros padres y abuelos les ponen el adefesio de vacuna china. Esa es la tan cacareada ""igualdad"" del progresismo... unos son mas iguales que otros.",230,626,1591,https://twitter.com/jorgevillenal/status/1369335803835465728
26426,2021-03-07,claraeospinag,"El estudio preliminar de la vacuna china reporta 100 por ciento de eficacia para evitar la muerte, 91 % para evitar la hospitalización, 63% para evitar la neumonía y 61 para evitar la desaturación por debajo de 93. ⁦@Cuarto_Poder⁩  https://t.co/b4VM8wEmtB",82,640,1576,https://twitter.com/ClaraEOspinaG/status/1368746033438670850
133926,2021-03-10,mabelpajarita,"Recién @Kicillofok le dijo a @edufeiok que Anmat aprobó la vacuna rusa. Es mentira. No la aprobó. La ""recomendó"". Y nadie quiso poner el gancho en esa recomendación. No hay que mentir. No fue aprobada como otros medicamentos.",51,773,1560,https://twitter.com/MabelPajarita/status/1369772965601173504
31735,2021-03-05,jbcperu,"Gravísima denuncia: el Dr. Bustamante, ex presidente del INS informa que los estudios clínicos de la Vacuna China arrojan los siguientes resultados: Sepa Wuhan: 33% de eficacia. Sepa Pekín: 11.5%  Índices inaceptable porque se requiere, cuando menos, el 50% de eficacia.",131,591,1507,https://twitter.com/JBCPERU/status/1368031183666298884
28787,2021-03-06,jbcperu,Importante informe médico sobre los peligros de la vacuna china.  https://t.co/sFPjmfDlkP,105,913,1495,https://twitter.com/JBCPERU/status/1368371685519482884
137182,2021-03-07,sofdl7,"muchos desconfiaban de la vacuna rusa, pero no vi a nadie exigiendo saber qué tiene la noche cósmica virtud",1,231,1454,https://twitter.com/sofdl7/status/1368566465834721282
22113,2021-03-11,alvarosarco,El gobierno de @FSagasti ha sacado hoy un Decreto de Urgencia que prevee una indemnización pecuniaria para todo aquel que sufra algún daño severo de su salud a causa de la vacunación por covid-19. Con esto aceptan que la vacuna china que compraron es una porquería #Sinopharm,130,508,1356,https://twitter.com/alvarosarco/status/1370108012862509064
25071,2021-03-08,materesadulanto,"Ante la denuncia de Beto Ortiz @malditaternura sobre la ineficacia de la vacuna China, Sr. Sagasti publique usted el contrato completo y que el pueblo sepa la verdad. La verdad nos hace libres!  De no ser buena esa vacuna los médicos estarán expuestos y podrán morirse también.",76,399,1316,https://twitter.com/materesadulanto/status/1369113837891371011
133597,2021-03-11,alvarosarco,Empresario Luis Miguel Ciccia afirma que la negociación por la vacuna rusa ya está al 100% #COVIDー19,58,342,1295,https://twitter.com/alvarosarco/status/1370002957400473602
31972,2021-03-05,el_analista2020,"En resumen, el Panadol Antigripal tiene mayor efectividad que la vacuna china.",59,308,1286,https://twitter.com/el_analista2020/status/1368024020390711300
135850,2021-03-08,crisocaceres,¿Por qué tanto interés en traer la vacuna rusa? Me parece que alguien quiere forrarse de plata.,198,244,1274,https://twitter.com/CrisoCaceres/status/1369017093740494855
132611,2021-03-13,tanosantarsiero,Los efectos adversos de la vacuna Rusa......  https://t.co/VNMF1I5V1D,45,247,1273,https://twitter.com/TanoSantarsiero/status/1370753793806241795
135500,2021-03-09,afpespanol,"#ULTIMAHORA La vacuna rusa Sputnik V será producida en Italia, una primicia en Europa (cámara de comercio) #AFP  https://t.co/XCfHLW7qqZ",21,791,1271,https://twitter.com/AFPespanol/status/1369224907519913984
33232,2021-03-03,juansheput,En #BetoASaber reportaje de Claudia Toro denuncia irregularidades de adquisición de vacuna china y se pregunta cómo Martín Vizcarra y sus exministros no han sido detenidos por sus actos criminales.,44,387,1238,https://twitter.com/JuanSheput/status/1367298956733132803
140228,2021-03-05,salvadorheresi,Que buen gesto el de @HDeSotoPeru con @rlopezaliaga1 ; de esto se trata la democracia de construir. Completa la foto la reunión de mi candidato @CesarAcunaP en la embajada de Rusia para traer la vacuna rusa. Votemos por gente ejecutiva. Basta de floros progres sin resultados.,79,211,1228,https://twitter.com/SalvadorHeresi/status/1367900321041760257
26258,2021-03-08,alex_williams_f,@jfowks @rmapalacios 🇨🇱 Ya estamos vacunando 🇲🇽 Ya estamos vacunando 🇺🇲 Ya estamos vacunando 🇵🇪 No me vacuno       Mejor es la ivermectina       Por que traen vacuna china?       Que la vendan los privados       La vacuna no sirve... 🤦‍♂️,23,328,1183,https://twitter.com/Alex_Williams_F/status/1368768712975716353
142547,2021-03-02,salvadorheresi,"8 meses !! Se demoran en DIGEMID en aprobar la vacuna rusa. La Hindu es otra opción. Sr. @FSagasti si no tiene capacidad ejecutiva, de un paso al costado. Sin quererlo, se está convirtiendo en enemigo de la salud del pueblo peruano. #VacunasYa",124,385,1175,https://twitter.com/SalvadorHeresi/status/1366938507277647873
141743,2021-03-04,el_pais,🔴ÚLTIMA HORA | La Agencia Europea del Medicamento comienza el estudio de la vacuna rusa Sputnik V para la autorización en la UE  https://t.co/jt6rkTQ5Pt  https://t.co/w5IPoX8gJn,58,458,1173,https://twitter.com/el_pais/status/1367404482066329601
25068,2021-03-08,pbustamantep,Sobre las vacunas queda muy claro por lo menos una cosa: en el mejor de los casos la vacuna China es mediocre. No debe aplicarse a adultos mayores. Es recomendable no seguir comprando hasta que no quede todo completamente aclarado. El gobierno se equivoca atacando al periodismo.,134,359,1124,https://twitter.com/pbustamantep/status/1369114289089437698
24998,2021-03-09,victorandresgb,"Torpe declaración amenazante de Premier Dra. Bermúdez contra Canal TV y periodista independiente Beto Ortiz, que solo se han limitado a publicar informe preliminar verdadero de UPCH,que reduce efectividad de vacuna China a 11.5.%¿Gob.morado-vizcarrista autoritario e intoletante?",120,310,1121,https://twitter.com/VictorAndresGB/status/1369130076453879808
143789,2021-03-01,elhigadodmarita,"Vacuna rusa. Precio = entre 10 y 20 dólares. Balón de oxígeno. Precios = entre los 700 y 3,000 dólares. (dependiendo la disponibilidad y revendedores).  ¿Cuántas personas podrían vacunarse con la SputnikV con 700 dólares?  Sagasti, te enredas en tu maldita verborrea. MIENTES.",43,415,1114,https://twitter.com/elhigadodmarita/status/1366452758920970248
31867,2021-03-05,ceciliacm23,Con razón German Málaga se puso TRES DOSIS de la vacuna china porque dos no sirven para un carajo.,57,317,1110,https://twitter.com/CeciliaCM23/status/1368028238732222465
143808,2021-03-01,marcoeyzaguirre,"2. Los laboratorios ya dijeron que solo le venden a gobiernos, la única vacuna que ha deslizado la posibilidad de venderle al sector privado es la vacuna rusa.  — Versión oficial:  https://t.co/ATaETcnPyd",26,231,1103,https://twitter.com/MarcoEyzaguirre/status/1366445034267160583
143078,2021-03-02,ffelipa63,"Bien carajo... Bien Csm!!!... Ciccia va a comprar 100,000 vacunas para el gremio de transportes interprovincial... La vacuna rusa!!!...asi debe ser... Y q mande a la 💩 al gobierno!!!",87,317,1091,https://twitter.com/ffelipa63/status/1366788842703970305
28172,2021-03-07,meiermq,"Bueno solo para recordarles que el doctor Ciro Maguiña fue VIP-vacunado con la ""estupenda"" vacuna china y después le dio Covid. Es la prueba viviente de la baja eficacia de la pichi china que compran #VizcarraYSagastiGenocidas",125,470,1091,https://twitter.com/meiermq/status/1368541101200670727
139071,2021-03-06,pppenaloza,"Para su inmunidad, la vacuna rusa. Para su impunidad, el TSJ...",14,441,1091,https://twitter.com/pppenaloza/status/1368235445214007297
144184,2021-03-01,madeleineoster3,"Inaceptable señor Sagasti! Su ideología no lo deja pensar. La vacuna rusa cuesta poco, hay posibilidades de comprarla y según revista Lancer tiene 92% de eficacia. Que el Estado le compre a los privados y vacune gratis. Cualquier opción es mejor a la falta de vacunas.  https://t.co/GQyzOS7xcy",133,329,1082,https://twitter.com/MadeleineOster3/status/1366228617294974987
133935,2021-03-10,labelgrana,Kichi: ¨la quiere la  unión europea¨ - FALSO. La unión europea no ha  aprobado la vacuna rusa.,38,418,1081,https://twitter.com/LaBelgrana/status/1369770079978684420
31432,2021-03-06,meiermq,En este mismo instante ya deberían estar apresando a Vizcarra y vacando a Sagasti por despilfarrar cerca de 2 mil millones de dólares en una vacuna china que no sirve para nada. #VizcarraYSagastiGenocidas,61,453,1055,https://twitter.com/meiermq/status/1368045229610270722
142501,2021-03-03,alvarosarco,Digemid ha rechazado cinco veces el registro de la vacuna rusa. Hay pesadas trabas burocráticas que parecen creadas para impedir que los privados importen vacunas #FueraSagasti,59,394,1044,https://twitter.com/alvarosarco/status/1366950375333462019
27861,2021-03-07,patricia_neyra,Alguien tiene el artículo del NY Times donde concluyen que la vacuna china es una porquería?,68,246,1037,https://twitter.com/Patricia_Neyra/status/1368577891101999107
31323,2021-03-06,victorandresgb,"Lo que faltaba. La estafa del bicentenario.Vacuna china tiene efectividad de solo 11.5.¿Quien responderá,la empresa estatal China, su gobierno o los intermediarios?¿Cuantos muertes han producido esta estafa?¿quienes serán juzgados y sentenciados del gobierno morado-vizcarrista?",152,335,1027,https://twitter.com/VictorAndresGB/status/1368052788668809220
31652,2021-03-06,victorandresgb,Negligencia criminal es lo que habrían cometido funcionarios del gobierno Moradovizcarrista con la vacuna china de pobre efectividad. Sagasti no autoriza compra de vacunas por privados”para evitar estafas”.¿el gob. no fue ya estafado?¿quien responderá ante el país?,316,333,1027,https://twitter.com/VictorAndresGB/status/1368034136204664833
31554,2021-03-06,josecuetoaservi,"La vacuna China NO sirve. Esto es indignante. Es hora de que el Congreso disponga que los rojos y morados salgan del gobierno y sean investigados. La gente se sigue muriendo, toda esta farsa para que? solo para forzar que no hayan elecciones? A costa de vidas humanas? #BastaYa",72,415,1015,https://twitter.com/JoseCuetoAservi/status/1368039129368395779
140689,2021-03-04,unahoficial,"¡LO POSITIVO! Con la llegada de la vacuna rusa Sputnik V, al menos 2 millones de hondureños podrán ser inmunizados contra el COVID-19.  https://t.co/X8NwB7bNIL",21,225,1011,https://twitter.com/UNAHoficial/status/1367651580741357569
139919,2021-03-05,danteforesi,"El hijo de la médica que rechazó la vacuna rusa, esperaba turno en CABA y murió por Covid-19, es dirigente del partido de @JMilei. Mirá lo que decía el irresponsable descerebrado de su líder el pasado 22 de Diciembre de 2020.  https://t.co/M73P79kt4L",56,671,999,https://twitter.com/DanteForesi/status/1368010172648587268
136565,2021-03-07,nicoolsze,Si te anotaste a la vacunación en tiempo y forma y te llaman para vacunarte: ¡No vayas! Por ahí hacés enojar a alguno de los que hace un mes decía que la vacuna rusa era veneno y hoy está desesperado por que se la den a él en lugar de a vos.,18,115,981,https://twitter.com/NicoOlsze/status/1368725266059689986
138631,2021-03-06,tongorocho,"Enero: ""Que se ponga esa vacuna rusa él, a ver si se atreve. Nosotros no somos ratones de laboratorio de Putin. ¡Que se la ponga a Nicolasito, pues! ¿Ah, ah? ¡A mi no!  Hoy: ¡Qué barbaridaC! ¡¡¡Se puso la vacuna antes que el cuidadano de a pie!!! ¡Exijo que me puyen ya!",77,787,974,https://twitter.com/tongorocho/status/1368266753055285253
133308,2021-03-11,adrianstopok,"Gente que no creía en la vacuna rusa, ni en la ANMAT, ni en la pandemia, ni en la cuarentena... ahora quiere que le apliquen la Sputnik V porque salió un artículo en una revista científica que ni sabían que existía. En eso creen. In The Lancet we Trust, una remera que diga.",39,334,946,https://twitter.com/adrianstopOK/status/1370154858117005314
31873,2021-03-05,chechechacon,"Según el estudio clínico de la vacuna china,presentado en Beto a Saber , tiene 33.3% de efectividad 😱😱😱😱. Sr Sagasti exigimos nos diga la verdad !!! Eso no va a salvar a la poblacion !!!  Que esta pasando ?",271,288,884,https://twitter.com/chechechacon/status/1368028057798328321
24396,2021-03-09,cholega,Chile usa también la vacuna China Coronavac que tiene 50% de eficacia y como todas las demás previene al 100% desarrollar la enfermedad grave. En Chile no parece que alguien se esté quejando por usar dicha vacuna.  https://t.co/PXxTI3ulls,63,284,858,https://twitter.com/Cholega/status/1369333526001295363
136306,2021-03-08,askomartin,ULTIMO MOMENTO: EMA (Agencia Europea de Medicamentos) acelera proceso de aprobación de la vacuna rusa Sputnik V. Presión enorme de varios países europeos para empezar a aplicarla.  https://t.co/hliM6fQK8L,30,164,852,https://twitter.com/askomartin/status/1368900182272835586
133300,2021-03-11,xuxipc,Uno de los efectos secundarios de la vacuna rusa es que acabas odiando a los nazis.,41,153,847,https://twitter.com/Xuxipc/status/1370160875542351873
26479,2021-03-07,mlacorvalan,En medio del chongo por la vacuna china ahora reclaman que debió terminarse el estudio antes de comprar. Son los mismos que exigen comprar la vacuna rusa por privados que no tiene ningún ensayo en el país.,32,185,831,https://twitter.com/mlacorvalan/status/1368741108939907074
136521,2021-03-07,mlacorvalan,En medio del chongo por la vacuna china ahora reclaman que debió terminarse el estudio antes de comprar. Son los mismos que exigen comprar la vacuna rusa por privados que no tiene ningún ensayo en el país.,32,185,831,https://twitter.com/mlacorvalan/status/1368741108939907074
135518,2021-03-09,mianrey,🇮🇹💉 Italia se convertirá en el primer país de la Unión Europea en producir la vacuna rusa contra el coronavirus Sputnik V,19,186,829,https://twitter.com/mianrey/status/1369200835683639296
28308,2021-03-07,theladytuit,"Denunciar la ineficacia de la vacuna china no es un delito, ¡es un deber cívico!  #YoApoyoABetoOrtiz",85,205,828,https://twitter.com/theladytuit/status/1368481736083058694
141167,2021-03-04,gorka_orive,Novedades sobre las vacunas: 1⃣ Alemania aprueba el uso de la vacuna de AstraZeneca en mayores de 65 años. 2⃣ La Agencia Europea del Medicamento comienza el estudio de la vacuna rusa Sputnik V para su posible autorización en la UE.,12,325,820,https://twitter.com/gorka_orive/status/1367488556059492365
137851,2021-03-06,luisoliveros13,"Llegaron 100.000 dosis de la vacuna rusa. Un mes después del primer lote de 100.000 dosis.  Venezuela necesita 50 millones. Si van a llegar 100.000 dosis mensuales, estamos en un problema grave.",77,450,815,https://twitter.com/luisoliveros13/status/1368355264148217862
134584,2021-03-10,alan_estrada,Jajajajajajaajaja Paty Navidad esperando la vacuna rusa.,12,48,786,https://twitter.com/alan_estrada/status/1369489881932525569
132988,2021-03-12,torocabron_,La unión Europea dará un pasaporte verde para quienes viajen y estén vacunados. El detalle? No incluyen a la vacuna Rusa ni a la China(porque no están aprobadas) Así que los kukas con OSDE a Europa no entran 😂😂😂😂😂,41,340,770,https://twitter.com/ToroCabron_/status/1370423805013790725
132614,2021-03-13,ernestorr,"Macri empezó su gobierno hostigando las inversiones chinas en Argentina y alineándose incondicionalmente con EEUU. Su espacio político rechazó la vacuna rusa, sus medios criticaron el acuerdo para producir la vacuna de AZ. ¿Cuál hubiese sido hoy la situación de vacunas con Macri?",51,174,753,https://twitter.com/ernestorr/status/1370750033503662085
132553,2021-03-13,contracultural,"Afirmaciones cojudas para sentirte especial Enero: ""Yo nunca me creí eso de Generación del Bicentenario"" Febrero: ""Yo ya sabía que la vacuna rusa era mejor"" Marzo: ""Yo sí sabía quién era Pedro Castillo""",26,92,748,https://twitter.com/contracultural/status/1370827277152481282
25026,2021-03-09,guimonacook,Hace unas siete horas recibí la vacuna china.  Ya me tuvieron que sacar dos veces de la cocina porque tengo un irrefrenable deseo de desenchufar la heladera.,81,71,742,https://twitter.com/GuimonacoOk/status/1369121997708550144
31401,2021-03-06,mrjasonday,"Fascinante, la ciencia.   Así funciona Sinopharm, la vacuna china que se han puesto las infantas  https://t.co/OJpalkaCFX",52,224,728,https://twitter.com/MrJasonDay/status/1368046465294233601
32002,2021-03-05,carmar0611,"Si se comprueba la denuncia que la vacuna china que compró el Gob Morado,( solo tiene 33% de eficacia), habrá que ir alistando una demanda por crimen de lesa humanidad, esto ya no tiene nombre",45,244,727,https://twitter.com/CarMar0611/status/1368022025579630593
28218,2021-03-07,carnetdlapatria,El próximo lunes inicia proceso de inmunización de maestros y maestras del país🇻🇪 con la vacuna china  https://t.co/C0FVFmNAdc   Carnet de la patria #CuidémosnosMás  https://t.co/cjeEe44Bdq,17,1339,724,https://twitter.com/CarnetDLaPatria/status/1368532336996978691
29880,2021-03-06,rafaelhidalgop,Waripoleras en coro. 1. La vacuna china es la mejor del mundo. 100 %. 2. Informe de Cayetano es trucho. 3. En Abu Dhabi la vacuna funciona c los camellos. 4. Willax (BETO) miente yo leo New York Times y Hola.,38,206,722,https://twitter.com/RafaelHidalgoP/status/1368255679920812034
140330,2021-03-05,embrusiamexico,"Ya son 4⃣5⃣ países que aprobaron #SputnikV, la vacuna rusa contra el Covid-19! Hoy la cuenta oficial del antígeno @sputnikvaccine fue verificada ☑️ por Twitter  https://t.co/ZvfYKvIFxJ",26,265,722,https://twitter.com/EmbRusiaMexico/status/1367865895385583617
31328,2021-03-06,feralayo,"Timing de esta noche:  –Entrevista en Willax a supuesta promotora de vacuna rusa –Denuncia en Willax sobre supuesta ineficacia de vacuna china –Entrevista en Willax a López Aliaga: “Vacuna china no sirve"" –Luna Morales pide interpelación  Dicho eso, el Gobierno debe aclarar ya.",40,205,720,https://twitter.com/feralayo/status/1368052532501700609
139670,2021-03-06,feralayo,"Timing de esta noche:  –Entrevista en Willax a supuesta promotora de vacuna rusa –Denuncia en Willax sobre supuesta ineficacia de vacuna china –Entrevista en Willax a López Aliaga: “Vacuna china no sirve"" –Luna Morales pide interpelación  Dicho eso, el Gobierno debe aclarar ya.",40,205,720,https://twitter.com/feralayo/status/1368052532501700609
35257,2021-03-02,carnetdlapatria,#ULTIMAHORA  | Llega a Venezuela cargamento con 500 mil dosis de la vacuna china Sinopharm. Más detalles  https://t.co/OCP53G2yy1  #VacunaEsperanzaYVida #2Mar Carnet de la Patria  https://t.co/dkXOJBzQtG,24,1523,718,https://twitter.com/CarnetDLaPatria/status/1366708102893084682
142550,2021-03-02,yturbe_,"A Sinopharm le dieron el registro en un día, a Pfizer en nueve, y a la vacuna rusa, NADA! Están robando con roche y nadie quiere darse cuenta. Qué espera el Congreso para sacar al moradovizcarrismo de palacio de gobierno?",26,322,709,https://twitter.com/yturbe_/status/1366938131551969281
140759,2021-03-04,noktambuleante,Vacunas y humanidad 1: Hoy los representantes de la vacuna rusa Sputnik firmaron esta carta al presidente @FSagasti Alertan que la sospechosa demora en los trámites del Estado podría dejarnos sin 20 millones de dosis que llegarían este mes (abro hilo) @ExpresoPeru  https://t.co/oKLPMdIWkY,56,429,705,https://twitter.com/Noktambuleante/status/1367624276657000450
35659,2021-03-01,minsaludve,#Atención Venezuela ha aprobado el uso de la vacuna china Sinopharm para inmunizar al pueblo venezolano frente al COVID-19.  Gracias a la cooperación China-Venezuela atendemos la salud y vida de nuestro pueblo.  #VacunaContraLaCovid19   @NicolasMaduro @drodriven2 @AlvaradoC_Salud  https://t.co/vQtlSUAlsI,24,1572,691,https://twitter.com/MinSaludVE/status/1366501918290370564
23991,2021-03-09,jorgevillenal,"Mientras los Morados se ponen vacunas de marca, al pueblo le dan vacuna china que tiene menos efecto que un panadol Esa es la “igualdad” de los Morados.",23,274,680,https://twitter.com/jorgevillenal/status/1369400463997730825
132801,2021-03-12,mamba_4f,"Todos los países del mundo están firmando contratos con la mejor vacuna 💉 del mundo, la vacuna rusa Sputnik V   Después que la satanizaron 🤣   Nadie quiere nada con las vacunas gringas porque esas vacunas están matando a la gente.",27,572,677,https://twitter.com/Mamba_4F/status/1370521281964167169
142070,2021-03-03,willaxtv,"#Combutters  El candidato presidencial por Renovación Popular, López Aliaga comentó sobre su reunión con el embajador ruso y ver por la vacuna rusa “Sputnik V” para sus trabajadores.  https://t.co/3BauQE6kIA",45,176,672,https://twitter.com/willaxtv/status/1367183400264757248
31977,2021-03-05,salvadorheresi,#Escandalo vacunas chinas que ha comprado #GobiernoMorado solo tiene efectividad del 11% y 33% ¿Que hay detrás de esta preferencia por vacuna china si hay vacunas de mejor calidad? informe de @malditaternura saca informe gravísimo. Nos están condenando a muerte a los peruanos.,99,256,650,https://twitter.com/SalvadorHeresi/status/1368023623244582912
24655,2021-03-09,claudiavertizt,Acabo de ver el video de Latina en el que un Sr. indica que lo están vacunando con la vacuna china. El técnico dice que esa es la que está disponible. Dijeron que vacunarían a los abuelos con Pfizer  Además de efectividad deberían analizarse las contraindicaciones de cada vacuna,28,187,647,https://twitter.com/ClaudiaVertizT/status/1369286985857314819
