,date,username,tweet,replies_count,retweets_count,likes_count,link
379964,2020-10-02,erikaosanoja,"URGENTE | Llega a #Venezuela cargamento con la vacuna rusa Sputnik V. Primer país de América Latina en recibirlo. Entrega el Ministro Consejero temporal ruso Alexey Seredín y reciben la Vicepresidenta Delcy Rodríguez, canciller Jorge Arreaza y ministro de salud.  https://t.co/o34WBOP2Ys",141,1960,2160,https://twitter.com/ErikaOSanoja/status/1312070511757844483
379229,2020-10-02,federicoblackb,A lo mejor la cura de la desgracia venezolana termina siento la vacuna rusa.  Cuando los chavistas se la pongan todos,73,559,1892,https://twitter.com/FedericoBlackB/status/1312080791694909442
375813,2020-10-02,albertorodnews,URGENTE | ONG Médicos Unidos por Venezuela alerta que vacuna rusa no es confiable.  https://t.co/GhPM86IHhW,78,2687,1833,https://twitter.com/AlbertoRodNews/status/1312166206338555904
375139,2020-10-02,dlaraf,"Delcy dice que la vacuna rusa se la pueden poner en las tetas, porque es rusa pues.",108,394,1768,https://twitter.com/DLaraF/status/1312195729213980679
379414,2020-10-02,juliocastrom,"#covid19 vacuna rusa   hilo explicativo de vacuna rusa  de covid19  He sido un  hombre pro-vacuna siempre, no por fe, por convicción  científica . Lo que llega a Venezuela son 4000 vacunas de las cuales solo 2000 recibirán la vacuna los otros 2000 serán vacunados con placebo.",224,2070,1716,https://twitter.com/juliocastrom/status/1312077895507025920
377820,2020-10-02,planwac,Algunos  no quieren ni necesitan la vacuna rusa. Necesitan una vacuna que los inmunize de odio e ignorancia...,102,1263,1687,https://twitter.com/planwac/status/1312105745064751105
379076,2020-10-02,marco_teruggi,"Llegó a Venezuela el primer cargamento con la vacuna rusa Sputnik V. Es el primer país de América Latina en recibirla. Comenzarán las pruebas de fase 3 en 2 mil personas.   La OMS felicitó a Rusia hace poco por ""sus excelentes acciones para crear una vacuna segura y eficaz"".",50,1264,1656,https://twitter.com/Marco_Teruggi/status/1312082961156669446
370264,2020-10-04,elikitty_33,Ustedes si se pondrían la vacuna rusa? Yo sí,245,121,1566,https://twitter.com/elikitty_33/status/1312949516912467969
375769,2020-10-02,sotillizate,"Nuevo refrán Venezolano ""Más peligroso que VACUNA Rusa""😂",35,704,1535,https://twitter.com/Sotillizate/status/1312167926934335488
369265,2020-10-05,chiguirebipolar,Maduro se ofrece para probar vacuna rusa con el brazo de Elías Jaua  https://t.co/VasnjgKf9C  https://t.co/VlqQH3L8FS,47,448,1516,https://twitter.com/ChiguireBipolar/status/1313246404911955969
374517,2020-10-03,elsemblante,"¿Han notado que los grandes medios poco hablan de Venezuela últimamente?   ¿Será porque mientras en COL van 850 mil casos y 26 mil 400 muertos por Covid, en VEN sólo llevan 21 muertos y 74.400 casos?  ¿Será porque ya el vecino está importando la vacuna rusa?  Qué paliza.",84,608,1335,https://twitter.com/elsemblante/status/1312229846878224385
374434,2020-10-03,elgeorgeharris,"La vacuna Rusa va en vía a Venezuela y los Usurpadores la ofrecen a la población como un comercial de zapatos; “Te gustan, son Rusos”. #NoSePonganEsaVacuna",42,324,1250,https://twitter.com/ElGeorgeHarris/status/1312235355253374976
373683,2020-10-03,josetorohardy,"La OMS, sigue la pista a más de 140 vacunas para el COVID 19, en distintas fases de desarrollo. La mayoría cumple con estrictos protocolos de información sobre sus avances. En el caso de la vacuna rusa lo que se sabe es que Putin dijo que se le había aplicado a su hija.",104,1062,1243,https://twitter.com/josetorohardy/status/1312364425563832320
372182,2020-10-03,stevenarce,Funcionó la vacuna rusa: produjo respuesta de anticuerpos en todos los participantes  Forbes México    https://t.co/fwYb0dxHIF,42,260,1210,https://twitter.com/stevenarce/status/1312520404636901378
379464,2020-10-02,the_shipscook,"Comienza la Fase III de la vacuna Rusa, fue probada en Ratas, Monos y ahora en Chavistas.  Putin a la espera de resultados para aplicarsela.",53,616,1141,https://twitter.com/The_ShipsCook/status/1312076983921192968
378604,2020-10-02,mippcivzla,"#2Oct| 🇻🇪📢 ¡SEGUNDA ETIQUETA DEL DÍA! ⏩ ""#SputnikVLlegaAVenezuela   Día historico llega a Venezuela, primer país latinoamericano que recibe la vacuna rusa Sputnik-V para ganar la lucha contra la COVID-19 ¡Gracias Rusia!  https://t.co/fMoTJrhmSS",168,1950,1106,https://twitter.com/Mippcivzla/status/1312090687748399104
375851,2020-10-02,mamba_4f,Ya verán a los escuálidos en manadas en los CDI de toda Venezuela poniéndose la vacuna rusa 🤣  ¡Chávez vive! 💪,132,823,1083,https://twitter.com/Mamba_4F/status/1312164862991101953
370771,2020-10-04,tongorocho,"Ayer: ""¡Que se pongan esa vacuna rusa Maduro y su familia, en vez de usar al pueblo como conejillos de Indias!""  Hoy: ""¿Entonces en este país hay que ser familia de Maduro para poder ponerse la vacuna?   #VacunaRusaYa #ConMiSputnikNoTeMetas #YoSoyConejillo",103,1022,1030,https://twitter.com/tongorocho/status/1312889769228206080
379575,2020-10-02,conelmazodando,"La vacuna rusa Sputnik V, llega al territorio venezolano, convirtiéndose el primer país suramericano de recibir dicha vacuna   #ChavismoResistenciaYLealtad  https://t.co/krBwxYhQdw",76,1104,1027,https://twitter.com/ConElMazoDando/status/1312075384742121472
377293,2020-10-02,petrodivisa,¡Mil Gracias Rusia! Llegó a nuestro país el primer cargamento con la vacuna rusa Sputnik V. Es el primer país de América Latina en recibirla y comenzarán las pruebas de fase tres en dos mil personas. Me gustaria ser uno de eso miles que la recibiran 🙋‍♂️ ¿Ustedes se animarian?.,179,652,1022,https://twitter.com/PetroDivisa/status/1312117693848285184
375865,2020-10-02,actualidadrt,Venezuela recibió este viernes 2 de octubre el primer cargamento de la vacuna rusa contra el coronavirus Sputnik V.  https://t.co/PyZQUWK52C,32,346,784,https://twitter.com/ActualidadRT/status/1312164206108536833
373004,2020-10-03,elpollohdp,Resultados de la vacuna rusa en @dcabellor  https://t.co/fU1KSiNYr6,61,557,762,https://twitter.com/ElPolloHDP/status/1312418818896125953
379941,2020-10-02,actualidadrt,"ÚLTIMA HORA: A Venezuela ha llegado este viernes el primer cargamento de la vacuna rusa contra el nuevo coronavirus Sputnik V, que actualmente está en la fase 3 de ensayos clínicos, que contarán con la participación de 40.000 personas  https://t.co/wpoUElhvFg",34,546,751,https://twitter.com/ActualidadRT/status/1312071144997036032
370594,2020-10-04,ibepacheco,"Maduro anuncia en VTV que su hijo Nicolasito se ofrece para experimentar en esta etapa de la vacuna rusa. La siguiente fase de prueba es con los animales, explican en VTV.  https://t.co/HpXHGlHYJX",231,470,708,https://twitter.com/ibepacheco/status/1312904586060017664
379412,2020-10-02,juliocastrom,"Vacuna rusa covid19 Conclusión  1)La vacuna debe recorrer todo el tránsito de investigación al igual que el resto  2) Sus datos deben ser transparentes  3)NO es la solución para modificar el curso de la epidemia en este Momento en Venezuela , es solo un estudio.",51,643,703,https://twitter.com/juliocastrom/status/1312077901978890249
379104,2020-10-02,cancilleriave,"“Es un momento histórico para nuestra Patria, Venezuela se convierte en el primer país de América en recibir la vacuna rusa contra el #COVID19”, acotó la vicepresidenta ejecutiva, Delcy Rodríguez   #SputnikVLlegaAVenezuela  https://t.co/Nq0hVdjcVV",109,938,702,https://twitter.com/CancilleriaVE/status/1312082589910544386
377888,2020-10-02,planwac,"El mismo día que Trump anuncia que dio positivo para COVID, llega a Venezuela el primer cargamento de la vacuna rusa...  Después dicen que no hay justicia poética en las relaciones internacionales...😉",31,540,698,https://twitter.com/planwac/status/1312103632343453697
373685,2020-10-03,mae_rusia,"El primer envío de la vacuna rusa #SputnikV🇷🇺 llega a #Venezuela🇻🇪. Esta asistencia médica en la lucha contra #COVID19 es de particular importancia en el contexto de sanciones #EEUU🇺🇸 ilegales&amp;políticamente motivadas, que limitan el acceso de los venezolanos a los medicamentos.  https://t.co/eZ7hvo7cHU",29,678,686,https://twitter.com/mae_rusia/status/1312364280218611718
380097,2020-10-02,adriveira_,Putin llevándole la vacuna rusa a Donald Trump y Melania. 🇷🇺 &gt; 🇺🇸 #TrumpHasCovid  https://t.co/qOxesWl6PO,11,138,670,https://twitter.com/adriveira_/status/1311910153994862592
370732,2020-10-04,rtultimahora,ÚLTIMA HORA: Maduro anuncia que su hijo y su hermana se ofrecen como voluntarios para probar la vacuna rusa Sputnik V  https://t.co/DpFzHHcd1Q  https://t.co/Iha4PQmuP3,44,377,669,https://twitter.com/RTultimahora/status/1312892861709459457
377044,2020-10-02,mamalisvzla,"Al mejor estilo del doctor @jcsosazpurua, vamos a consultarle a los venezolanos si se pondrían la vacuna rusa contra el covid?",305,253,668,https://twitter.com/MamaLisVzla/status/1312124091717939200
372172,2020-10-03,reeeyyyyyyyyyyy,yo: la vacuna rusa no tiene efectos secundarios  yo después de ponerme la vacuna rusa:  https://t.co/cjkP8wcenK,7,151,667,https://twitter.com/Reeeyyyyyyyyyyy/status/1312521772336443393
375852,2020-10-02,planwac,"Triste oir a Vanesa Davies desinformar sobre la Sputnik V proyecto d Vacuna Rusa q se está probando contra Covid en fase 3, registrada en Rusia. La OMS la llama ""candidato vacunal"". Vanesa habla d ""producto ruso"" y agrega cizañeramente ""quiero creer que se probará en voluntarios""",247,884,663,https://twitter.com/planwac/status/1312164838173405184
379840,2020-10-02,rtultimahora,"""Es un momento histórico para Venezuela"": Delcy Rodríguez celebra la llegada de la vacuna rusa  https://t.co/2uZMaErQ2C  https://t.co/KqceQ217f9",22,462,650,https://twitter.com/RTultimahora/status/1312072207225552896
370497,2020-10-04,pagina12,Vacuna rusa: aseguran que todos los voluntarios desarrollaron anticuerpos contra el coronavirus  https://t.co/Mj7Foeysgb,7,246,629,https://twitter.com/pagina12/status/1312917247602679809
376344,2020-10-02,lucioquincioc,Ud va a ponerse la Vacuna Rusa para el covid?  https://t.co/vxbzSGZlCW,60,321,615,https://twitter.com/LucioQuincioC/status/1312145894700052481
379378,2020-10-02,pedrokonductaz,"Reina un ambiente de confusión en las filas opositoras, unos se niegan a la vacuna Rusa, otros a la Gasolina iraníe, otros a los médicos Cubanos,lo cierto es que ni los 100 dólares de @jguaido se han cumplido, vamos avanzando @NicolasMaduro",37,642,609,https://twitter.com/PedroKonductaz/status/1312078462669279232
373271,2020-10-03,ojovallenato_,"El primer cargamento de vacuna rusa llegó a Venezuela, mientras tanto en Colombia seguimos tomando jengibre y vitamina C estudios demuestran que la vacuna rusa es de alta efectividad pero claro a las grandes farmacéuticas no les conviene.",37,72,599,https://twitter.com/ojovallenato_/status/1312394706530250762
379788,2020-10-02,aquiconernesto,Llegó a #Venezuela la vacuna rusa #SputnikV. La Vicepresidenta @drodriven2 informó que somos el primer país de #América en recibirla. #FelizViernes #2Oct #ULTIMAHORA  https://t.co/JRxDfsz1nW,62,700,591,https://twitter.com/AquiConErnesto/status/1312072864263274496
375563,2020-10-02,verdaddeeleazar,"A ver si lo entiendes de esta manera; si tú eres Venezolano y te vas a colocar la Vacuna Rusa que está en ENSAYO; léelo bien ENSAYO; pues entonces TÚ no has entendido a qué nos estamos enfrentando...! No soy quién para decirte que hacer con tu vida, pero",29,402,585,https://twitter.com/verdaddeeleazar/status/1312176775359684610
380171,2020-10-01,milenio,#ÚLTIMAHORA | 32 millones de dosis de vacuna rusa contra covid-19 podrían llegar a México en diciembre   https://t.co/VHOyrpwnSC  https://t.co/lbvkXKd2zZ,33,179,568,https://twitter.com/Milenio/status/1311815655625121792
373644,2020-10-03,fpachano,"COVID-19 La vacuna rusa SPUTNIK V q llegó a Venezuela, es para cumplir con la III fase de ensayos clínicos en humanos. Es lo mismo q hicieron Moderna y AstraZeneca en Argentina, Colombia y Brasil hace algunas semanas. No es la primera en latinoamerica. Ni es una vacuna ya lista",36,483,534,https://twitter.com/fpachano/status/1312367327543996417
372267,2020-10-03,kurdoguaro,"A los escualidos les informo que fui voluntario para la vacuna rusa, hoy me la colocaron y gracias a Dios no he tenido ninguna raccionoski, ni efectos secundarioski, por lor tantoskis me siento transquilosky 😂😂😂😎😎😎",47,284,533,https://twitter.com/kurdoguaro/status/1312506085362737153
371072,2020-10-04,nessnio,¡Funcionó la vacuna Rusa!,11,113,528,https://twitter.com/Nessnio/status/1312820684347904000
379393,2020-10-02,cocap,Esperemos que los primeros en someterse a la vacuna rusa sea quienes la promueven.,20,174,514,https://twitter.com/cocap/status/1312078183932596226
374026,2020-10-03,actualidadrt,"El primer cargamento de la vacuna rusa contra el coronavirus, Sputnik V, llega a Venezuela  https://t.co/tiPuIYv131",11,234,505,https://twitter.com/ActualidadRT/status/1312322750875222016
373312,2020-10-03,polemicas1,PREGUNTA SERIA : A ustedes les quita el sueño que los ESCUALIDOS NO se pongan la Vacuna Rusa ?,258,332,500,https://twitter.com/polemicas1/status/1312391519106666497
372499,2020-10-03,dictadordecorea,¿Alguien sabe si a la llanerita le inyectaron la vacuna Rusa?,38,118,500,https://twitter.com/DictadordeCorea/status/1312471237906448385
375948,2020-10-02,albertoravell,Médicos Unidos Venezuela alertó que vacuna rusa no cumple con estándares éticos para aplicación   https://t.co/jI3X1gePKz,46,819,489,https://twitter.com/AlbertoRavell/status/1312161036443688960
371047,2020-10-04,mamba_4f,"Los mismos que desean la muerte por covid a los chavistas, son los mismos que se van a poner la vacuna rusa.   ¡Que gentecita!",19,377,467,https://twitter.com/Mamba_4F/status/1312827017218461696
378888,2020-10-02,ingridmvi,Levanten la mano los opositores que no se van a poner la vacuna rusa Sputnik V.,129,397,464,https://twitter.com/IngridMVI/status/1312085710657159168
376700,2020-10-02,gusrojasmatute,La vacuna rusa me parece más peligrosa que comerse una hallaca cruda.,58,131,456,https://twitter.com/gusrojasmatute/status/1312134639062929408
378342,2020-10-02,plbg76,"Llegó la vacuna rusa Sputnik V a Venezuela!! Quién se anota, levanten la mano!! 🙋",112,177,452,https://twitter.com/plbg76/status/1312094511150043140
84979,2020-10-02,treborsolrak,Ya tenemos la vacuna china 🇨🇳 para SARS-CoV2 en México.   Próximamente más información.*,14,30,451,https://twitter.com/TreborSolrak/status/1312068512333139970
375381,2020-10-02,carnetdlapatria,Venezuela es el primer país latinoamericano en recibir vacuna rusa contra Covid-19  https://t.co/oZSH5z16Ke   #SputnikVLlegaAVenezuela  https://t.co/y6ZMfg0gB8,27,679,449,https://twitter.com/CarnetDLaPatria/status/1312184643404197888
372282,2020-10-03,actualidadrt,"El primer cargamento de la vacuna rusa contra el coronavirus, Sputnik V, llega a Venezuela.  https://t.co/4IbAK8dGSU",21,198,448,https://twitter.com/ActualidadRT/status/1312503944703344640
369230,2020-10-05,alexanvnzla,"Me puse la vacuna rusa contra el COVID-19, ya que creo que son especulaciones mal sanas. Me siento muy bien,  Я поправляюсь. Como nunca. чувствую себя хорошо, думаю, что со мной что-то плохое случится, всем спасибо. Я люблю и скучаю по ним, им всегда будет место 🤣🤣😂😂🤣🤣",109,82,447,https://twitter.com/alexanvnzla/status/1313256805863247874
373382,2020-10-03,joelgarcia69,"Mientras Trump se recupera, y se ubican los voluntarios para la vacuna rusa, no debemos olvidar que hay un informe que determinó que en Venezuela se cometen crímenes de lesa humanidad.",1,320,436,https://twitter.com/joelgarcia69/status/1312387178928967684
372684,2020-10-03,roajavier,Semana #POSITIVA para #Venezuela. 1-Llegó buque Iraní con gasolina; 2-Gobierno entregó vivienda 3millones 200mil; 3-Recibió vacuna rusa Sputnick V contra el #COVID19; 4-Se presentó la ley antibloqueo; 5-Se activaron 2 refinerías; 6-De China se recibió insumos contra el COVID 19.  https://t.co/JIe8nEDTPS,26,474,436,https://twitter.com/RoaJavier/status/1312449685785702402
378622,2020-10-02,elsemblante,Venezuela ya está importando la vacuna rusa contra el Covid-19. Nosotros dependemos de las lamboneadas a los gringos de Pachito Santos y Duque. Fritos.,28,191,433,https://twitter.com/elsemblante/status/1312090315470385152
379253,2020-10-02,ingridmvi,Me la voy a poner para curarme 🙏🏿  Llega a  Venezuela cargamento con la vacuna rusa Sputnik V.  💪🏿  Primer país de América Latina en recibirlo.  El sol de Venezuela nace en el Esequibo 🇻🇪,50,302,432,https://twitter.com/IngridMVI/status/1312080479273857024
379508,2020-10-02,actualidadrt,Venezuela es el primer país de América Latina en recibir la vacuna rusa contra el coronavirus Sputnik V  https://t.co/wpoUElhvFg  https://t.co/32VbGYZQ8c,16,255,422,https://twitter.com/ActualidadRT/status/1312076404650110976
374594,2020-10-02,albertorodnews,Pdte. (E) Guaidó condenó a Maduro por usar venezolanos como conejillos de Indias para la vacuna rusa.  https://t.co/DebDfZNcX2,12,366,419,https://twitter.com/AlbertoRodNews/status/1312223570706169858
374308,2020-10-03,actualidadrt,Venezuela recibió este viernes 2 de octubre el primer cargamento de la vacuna rusa contra el coronavirus Sputnik V  https://t.co/LXZMx8xfQA,33,173,411,https://twitter.com/ActualidadRT/status/1312252287905984514
379787,2020-10-02,presidencialve,"#EnVivo 📹 | “Es un momento histórico para nuestra Patria, Venezuela se convierte en el primer país de América en recibir la vacuna rusa contra el #COVID19”, acotó la vicepresidenta ejecutiva @drodriven2  https://t.co/oG8ci7pLJp",21,550,396,https://twitter.com/PresidencialVE/status/1312072870034657292
369389,2020-10-05,uzcateguijuan,"A propósito de la prueba de la vacuna rusa en Nicolasito, hay que advertirle a los rusos que ese muchacho ya era así de bobo antes de vacunarse, para que no crean que son efectos secundarios de la vacuna.",40,194,396,https://twitter.com/UzcateguiJuan/status/1313207766522224644
378881,2020-10-02,emilioayala57,La mejor vacuna Rusa es La Stolichnaya.,23,100,381,https://twitter.com/emilioayala57/status/1312085786867699712
375308,2020-10-02,angelap_col,Ud se va a poner la vacuna rusa?  https://t.co/Aeyzuk1OpT,43,188,377,https://twitter.com/AngelaP_Col/status/1312187858485080064
376178,2020-10-02,nievesluis,"Llegó la vacuna Rusa a nuestro país, pero hay algo q no entiendo, por qué los Rusos q bajaron las vacunas y los funcionarios Rusos usan tapabocas si se supone q ya están inmunes al virus y,por lo tanto, no se contagian ni lo transmiten? @pedrogarciao @ChuoTorrealba @laureanomar",47,386,377,https://twitter.com/nievesluis/status/1312151959550394369
379413,2020-10-02,juliocastrom,Pre requisitos de la a vacuna rusa:  al igual que  cualquier otra debe pasar un proceso que demuestre si eficacia y seguridad . Este proceso puede tardar meses.  Los resultados debe ser accesibles a revisión de pares científicos .,7,354,371,https://twitter.com/juliocastrom/status/1312077898858332161
379460,2020-10-02,embsergio,"❗️ Hoy ha llegado a Caracas el primer lote de la vacuna rusa 💉 #SputnikV contra #COVID19, registrada en Rusia y Venezuela, con el fin de realizar pruebas clínicas en el marco de la III fase de ensayos.   🇷🇺🤝🇻🇪  https://t.co/3wI33iKVe4",37,514,367,https://twitter.com/EmbSergio/status/1312077041953574914
376840,2020-10-02,actualidadrt,Venezuela recibe un cargamento de Sputnik V y será el primer país latinoamericano en probar la vacuna rusa contra el covid-19  https://t.co/wpoUEkZUgG,17,146,352,https://twitter.com/ActualidadRT/status/1312130160213204992
375109,2020-10-02,puchero344,Los que no creen en la vacuna rusa son los mismos que juran que Guaidó es presidente y que les va a dar un bono de 100 dólares.  https://t.co/A8snMvzuFi,16,361,349,https://twitter.com/puchero344/status/1312197682631327745
372650,2020-10-03,mteijeiro,"La vacuna rusa es el tema del momento para los escuálidos. Despotrican, descalifican, igual que sucedió con los CDI de Barrio Adentro, los Clap, los carros, las computadoras, los celulares, viviendas, gasolina, etc...Terminaron apropiándose de todo y exigiéndolo como un derecho.",27,344,349,https://twitter.com/mteijeiro/status/1312454106703831040
379930,2020-10-02,pvillegas_tlsur,#Venezuela. Llega la vacuna rusa! Es el primer país de nuestra región en recibir a Sputnik V.  Inician ensayos clínicos en la fase 3. @rolandoteleSUR @madeleintlSUR @LeonelTeleSUR,7,335,345,https://twitter.com/pvillegas_tlSUR/status/1312071291806126080
376004,2020-10-02,jovinomas,"Mientras en Chile en estos momentos Piñera tiene #PlazaDignidad completamente sitiada y lista para reprimir la Protesta pacífica, hoy llegó a #Venezuela cargamento con la vacuna rusa Sputnik y es el primer país de América Latina en recibirlo. Piñera no sirve pa ni una hueá.",8,191,338,https://twitter.com/JoviNomas/status/1312158745049231364
379350,2020-10-02,hassannaimn,"Están pasando cosas que han generado un brote súbito de depresión escuálida, a saber: llegada de buques iraníes con gasolina, el Covid-19 de Trump y arribo de la vacuna rusa Sputnik V. Otros se muestran muy susceptibles. No aguantan nada.",24,306,313,https://twitter.com/HassanNaimN/status/1312078927939219458
370145,2020-10-05,manuelzr,Aquí en Honduras también me ofrezco como voluntario para brindar el servicio a la humanidad y aplicarme  la vacuna Rusa. Pendiente.,73,62,310,https://twitter.com/manuelzr/status/1313000549588119552
84863,2020-10-04,presidencialve,"#UltimoMinuto 📹 | “Este mismo mes llega la vacuna china para las pruebas clínicas de tercer nivel”, anunció el mandatario nacional @NicolasMaduro  https://t.co/EFGBIdJLR1",10,581,310,https://twitter.com/PresidencialVE/status/1312888257471012865
372008,2020-10-03,ibmlahamad,Funcionó la vacuna rusa: produjo respuesta de anticuerpos en todos los participantes • Forbes México  https://t.co/irLmVtYAbH,10,201,308,https://twitter.com/ibmlahamad/status/1312549635479699457
375666,2020-10-02,ortegabrothers,¿Para ponerse la vacuna rusa hay que tener el carnet de la patria?  Es para un amigo,43,101,308,https://twitter.com/ortegabrothers/status/1312172880440905728
379271,2020-10-02,valentagil,Todos en el Universitario después de aplicarnos la vacuna rusa  https://t.co/fA21CMqnMj,5,91,307,https://twitter.com/valentagil/status/1312080127359156225
379841,2020-10-02,conelmazodando,Venezuela recibe primer lote de la vacuna rusa contra el coronavirus Sputnik V (+Delcy)  https://t.co/Ohyo2XoG6N  #ChavismoResistenciaYLealtad  https://t.co/E9z1HvNY4G,11,358,302,https://twitter.com/ConElMazoDando/status/1312072191396249600
379326,2020-10-02,libertad003,"🇻🇪🇷🇺 Vicepdta @drodriven2, detalló   “Es un momento histórico para nuestra Patria, #Venezuela se convierte en el primer país de América en recibir la vacuna rusa contra el #COVID_19”. #2Oct  https://t.co/hzYs3Vgc2H",20,332,297,https://twitter.com/libertad003/status/1312079288129269763
377107,2020-10-02,polemicas1,"La vacuna rusa viene con ""nanochips espias"" segun los Escualidos..igual dijeron de la gasolina irani, pero todavia estan en las colas esperando llenar el carro con los mini espias",6,286,292,https://twitter.com/polemicas1/status/1312122305015734273
380026,2020-10-02,rtultimahora,"""Resultados esperanzadores"": las últimas pruebas de la primera vacuna rusa anticoronavirus  https://t.co/AgbDnqICKb  https://t.co/vMkElTDvB0",2,135,289,https://twitter.com/RTultimahora/status/1312028723873492992
374674,2020-10-02,finanzas_pharol,#COVID19 ☣️ Coronavirus 🦠  🇷🇺 Rusia | Putin declara la victoria en la carrera por la vacuna contra la covid-19.  Lo que no dice es que la vacuna rusa en realidad es 🇨🇳 China.  https://t.co/mQqsZQtOZK,16,121,287,https://twitter.com/Finanzas_Pharol/status/1312218803862990849
379488,2020-10-02,ilianatsm,"Señores ya llegó a nuestro suelo venezolano, la vacuna Rusa ""SputnikV"" 👏🏻💃🏻😬  👀 Espero por favor cumplan con su palabra, aquellos que juraron no colocársela 🧐😌",23,215,284,https://twitter.com/Ilianatsm/status/1312076584048824322
373789,2020-10-03,puchero344,Tengo el placer y el honor de informar que he decidido formar parte del grupo de voluntarios para la Fase 3 de la vacuna rusa Sputnik-V en Venezuela.  Si se prende el Pompeo con el Putin me resteo !  https://t.co/AxS6NxmfRi,40,221,282,https://twitter.com/puchero344/status/1312355533530238976
373273,2020-10-03,filipprl,Si la vacuna rusa contra el #COVID19 es efectiva porque Rusia está volviendo a la cuarentena de manera rigurosa y posiblemente con mayores restricciones? 🧐,16,313,278,https://twitter.com/filipprl/status/1312394581275799553
