,date,username,tweet,replies_count,retweets_count,likes_count,link
93171,2020-07-24,noticiascaracol,"¡Ojo! Vacuna china contra el #COVID_19 estaría lista antes del 2021. Así lo indicó el presidente de la farmacéutica Sinopharm, quien dio detalles del proceso de la posible cura 👇  https://t.co/Gt1h48SeqC",34,76,225,https://twitter.com/NoticiasCaracol/status/1286608987245477889
93298,2020-07-23,noticiascaracol,¡Ojo! Vacuna china contra el #COVID_19 estaría lista antes del 2021. Aquí los detalles 👇  https://t.co/izJQbeYHW0,51,48,218,https://twitter.com/NoticiasCaracol/status/1286416955277271040
94776,2020-07-20,andrea_gentil,"No solo la vacuna de Oxford/AstraZeneca publicó buenos resultados, aún pequeños, aún limitados (fase I/II), en The Lancet. También fueron dados a conocer en la misma revista los obtenidos x la vacuna china de CanSino Biologics (fase II). Los medios solo mencionan a la primera.",6,70,200,https://twitter.com/Andrea_Gentil/status/1285236077226266627
93512,2020-07-22,xafu,"Lo único que estoy seguro, es que me negaría a ponerme una vacuna china. A pesar que la necesito.",16,35,183,https://twitter.com/xafu/status/1286121474651234305
94843,2020-07-20,ocram,y hay más!  también la vacuna china   https://t.co/oVqxwbv6oa,9,42,171,https://twitter.com/ocram/status/1285210244319240193
94694,2020-07-20,zonacero,Vacuna china contra el Covid-19 es segura e induce respuesta inmune en fase 2  https://t.co/4WSap3BuKd  https://t.co/qb5nOjAZGV,15,35,171,https://twitter.com/zonacero/status/1285262123665416193
93558,2020-07-22,antirojo2019,"La vacuna para el COVID-19 ya está creada, sólo falta cumplir ciertos protocolos. Dicen que la vacuna China tiene un ""chip"" al igual que la vacuna Americana. Sugiero que en el Perú, los que somos de derecha nos pongamos la ""americana"" y que los izquierdosos se pongan la ""china"".",35,52,166,https://twitter.com/ANTIROJO2019/status/1286073480732192769
94109,2020-07-21,xevtfm,"La vacuna china contra el #COVID19, #CoronaVac, empezó a ser aplicada a casi 900 voluntarios, que son personal de las clínicas de Sao Paulo, #Brasil; con esta acción dicho medicamento salta a la siguiente fase y se prepara para establecerse en el mercado  https://t.co/WShPWSmkW1",7,103,163,https://twitter.com/xevtfm/status/1285647242892906497
94208,2020-07-21,actualidadrt,Brasil comienza los ensayos de la vacuna china contra el coronavirus  https://t.co/F99nLSSzrZ,3,69,147,https://twitter.com/ActualidadRT/status/1285582049638850560
93131,2020-07-24,gabita,¿A ustedes no les da miedito la vacuna china? ¿Qué podría salir mal? Apocalipsis zombie 😳,42,12,143,https://twitter.com/gabita/status/1286652523701514243
460506,2020-07-19,elblog,"Los anticuerpos contra el COVID-19 desarrollados gracias a una vacuna rusa permanecerán en el cuerpo ""a largo plazo""   Te contamos:  https://t.co/vf4VfTVn9c",1,19,141,https://twitter.com/elblog/status/1285025167077498880
94184,2020-07-21,noticias4vision,"#Brasil🇧🇷 | Casi 900 voluntarios en la ciudad de #SaoPaulo comenzarán a recibir este martes la vacuna china Coronavac en el Hospital de la Clínicas. Se espera que participen 9.000 voluntarios en esta última etapa de una posible cura, antes que sea homologada. #N4V  https://t.co/HaKlliPyiQ",0,13,140,https://twitter.com/noticias4vision/status/1285596226734497793
93451,2020-07-23,cgtnenespanol,"Brasil inicia pruebas de vacuna china contra COVID-19. La #vacuna fue desarrollada por el laboratorio chino #Sinovac, y las pruebas aquí en #Brasil se realizaron con la cooperación del instituto #Butantan, un laboratorio local y fabricante de vacunas. #China #coronavirus  https://t.co/OtmI1oxn7W",8,81,139,https://twitter.com/cgtnenespanol/status/1286277381171290113
94226,2020-07-21,imagentvmex,"Cerca de 900 médicos voluntarios en Brasil serán los primeros en recibir la vacuna china ""Coronavac"" contra el #COVID19, esto como parte de las pruebas en fase 3.  @ElOpinadorTV  #AbreLosOjos #ImagenNoticias con @franciscozea @imagenZea  https://t.co/r9ufpiunEv",6,54,129,https://twitter.com/ImagenTVMex/status/1285570908241960960
94482,2020-07-20,aristeguionline,"Vacuna china contra Covid-19, en fase 2, es segura e induce respuesta inmune  https://t.co/GyqGaEez9O  https://t.co/sqeKh5rvKX",5,35,128,https://twitter.com/AristeguiOnline/status/1285331163213639682
94559,2020-07-20,eltiempo,"¡Potencial vacuna china para la covid-19 también da buenas noticias! 💪 Ensayos de primera fase demostraron producción de defensas y seguridad, según revista The Lancet. Análisis -&gt;  https://t.co/CnBaWHqVE2 | Vía @SaludET  https://t.co/UFEC920k0L",14,31,127,https://twitter.com/ELTIEMPO/status/1285303804519428097
460361,2020-07-20,larepublica_pe,"Vacuna rusa permitirá inmunidad a largo plazo, según desarrolladores   https://t.co/OxbT2gu8xQ",6,40,127,https://twitter.com/larepublica_pe/status/1285210814190845952
93149,2020-07-24,noticiascaracol,"Vacuna china contra el COVID-19 estaría lista antes del 2021.  Así lo indicó el presidente de la farmacéutica Sinopharm, quien dio detalles del proceso de la posible cura -  https://t.co/OF5yMTI79X  https://t.co/loLtU9FLlb",17,30,125,https://twitter.com/NoticiasCaracol/status/1286636180453367808
460136,2020-07-21,actualidadrt,"""Todos los voluntarios tenían inmunidad"": Adelantan los primeros resultados de una vacuna rusa contra el covid-19  https://t.co/0AzH5n0eBu",4,75,123,https://twitter.com/ActualidadRT/status/1285524419725729792
93647,2020-07-22,oliverlaufer,La gente horrorizada porque a Venezuela podría llegar una vacuna china para el coronavirus.   1. La respuesta inmunológica es la misma y funciona igual que las otras.  2. Adivinen en qué país se fabrican la mayoría de vacunas que ya nos hemos puesto en el pasado.  3. Xenofob.....,160,38,121,https://twitter.com/OliverLaufer/status/1285971361245147136
460325,2020-07-20,forbes_mexico,"No sólo la vacuna rusa avanza: el proyecto desarrollado por AstraZeneca y la universidad de Oxford, una de las mejores del mundo, también ha mostrado resultados positivos.  https://t.co/5U5S73CigC",0,35,99,https://twitter.com/Forbes_Mexico/status/1285229743604936705
93227,2020-07-23,unoticias,"Vacuna china será un bien público de acceso universal, han declarado sus autoridades     https://t.co/XSpZAJptg2",6,84,80,https://twitter.com/UNoticias/status/1286490032627277826
94834,2020-07-20,eldiarioes,La administración el fármaco en más de mil adultos causa la proliferación de anticuerpos. Una vacuna China también ofrece resultados prometedores  https://t.co/4a5t5iAH22,1,21,77,https://twitter.com/eldiarioes/status/1285218588501127168
459964,2020-07-21,eldesconcierto,Vacuna rusa contra el COVID-19: Ensayo generó inmunidad en todos sus participantes ➡  https://t.co/808Cw16CML  https://t.co/9qteoU5uEb,1,28,74,https://twitter.com/eldesconcierto/status/1285680954724368385
94448,2020-07-20,meganoticias19,"#Brasil | Unos 900 médicos y paramédicos voluntarios en Sao Paulo serán los primeros en Brasil en recibir a partir del martes la vacuna china Coronavac contra el coronavirus, como parte de las pruebas en fase 3, informaron este lunes las autoridades locales.  Vía: @AFPespanol  https://t.co/yJMuIlsXxe",1,26,72,https://twitter.com/Meganoticias19/status/1285349349237587968
93332,2020-07-23,rnapoles,"“Generosidad” china: el canciller chino, le dice a sus homólogos latinoamericanos y caribeños que la vacuna china contra la COVID-19 será “un bien público de acceso universal”. Pero para que esos países accedan a esa vacuna, China les dará un crédito de mil millones de dólares.",20,33,72,https://twitter.com/RNapoles/status/1286369510388371458
459835,2020-07-22,granma_digital,La primera vacuna rusa contra la #COVID19 está lista  https://t.co/3L8SkjCswR,9,58,69,https://twitter.com/Granma_Digital/status/1286015891646361601
460037,2020-07-21,maperezpirela,«Todos los voluntarios tenían inmunidad»: Primeros resultados de vacuna rusa contra el Covid-19  https://t.co/tCLlYhE9oi a través de @teleiguana,0,70,68,https://twitter.com/maperezpirela/status/1285609454185177090
94767,2020-07-20,efenoticias,Una vacuna china contra la Covid-19 en fase 2 es segura e induce respuesta inmune. #coronavirus   https://t.co/Eg4egja6TV,8,46,67,https://twitter.com/EFEnoticias/status/1285240402627493889
94265,2020-07-21,889noticias,Brasil comenzará a probar hoy en médicos la vacuna china contra el Covid-19  CME,0,9,65,https://twitter.com/889Noticias/status/1285533227902472193
94370,2020-07-20,nachorgz,"La vacuna china, aprobada para aplicarse al Ejército: la rusa, que ya hasta se la aplicaron las autoridades de salud de por allá (aunque todavía no lo hace Putin), y la inglesa, de Oxford-AztraZeneca. La gringa está un poquito más atrasada. Pero en SEPTIEMBRE sale la vacuna RUSA",4,22,63,https://twitter.com/NachoRgz/status/1285394085617049601
460215,2020-07-20,nachorgz,"La vacuna china, aprobada para aplicarse al Ejército: la rusa, que ya hasta se la aplicaron las autoridades de salud de por allá (aunque todavía no lo hace Putin), y la inglesa, de Oxford-AztraZeneca. La gringa está un poquito más atrasada. Pero en SEPTIEMBRE sale la vacuna RUSA",4,22,63,https://twitter.com/NachoRgz/status/1285394085617049601
459707,2020-07-24,fernandosand,La vacuna rusa contra el covid-19 se administraría desde agosto de este año  https://t.co/yYwfCdtLqm,8,41,62,https://twitter.com/fernandosand/status/1286716974383484935
94131,2020-07-21,teidetweet,"EEUU quiere privatizar la vacuna, China quiere darla gratis.   Robar no está feo cuando se hace para salvar vidas.",2,14,59,https://twitter.com/TeideTweet/status/1285630295102889986
92929,2020-07-25,sandrarusso_ok,Mientras Trump incita a la guerra Xi Jimping anuncia que la vacuna china no será patentada. Video de @Jorge_Elbaum   #QuedateEnCasa    https://t.co/rhEyieeirf,1,41,59,https://twitter.com/SandraRusso_ok/status/1287134352506269696
93464,2020-07-23,karlagher,"México enfrenta 12 demandas de inversionistas extranjeros que exigen pagos por 9 mil millones USD. Esta es otra deuda, pero por la salud, lo cual me parece positivo; el pero es que estaremos esperando la vacuna china, cuando la de Oxford está por salir, ojalá no limiten al país.",4,34,58,https://twitter.com/karlagher/status/1286257700725235718
94845,2020-07-20,milenio,#Bangladesh autoriza última fase de ensayos para vacuna china contra el coronavirus  https://t.co/RDCxkzVU3Z  https://t.co/dK1l10Ywtu,1,20,58,https://twitter.com/Milenio/status/1285203807287287809
460368,2020-07-20,josmchacn2,"Los anticuerpos contra el covid-19 desarrollados gracias a una vacuna rusa permanecerán en el cuerpo ""a largo plazo""  https://t.co/8ZLyZbE54Q",3,21,58,https://twitter.com/JosMChacn2/status/1285206931829919745
93093,2020-07-24,bivillamizar,Negocios redondos! 👇🏽👇🏽 @omarbula @geopolytica   Virus chino se cura con:  -Respiradores chinos -Tapabocas chino -Trajes chinos -Vacuna china 🇨🇳  -Tecnología china   ....gobierno  🇨🇴 pacto agenda comercial con China 🇨🇳 a 2030(...). 🤷🏼‍♀️  Captan? 👇🏽👇🏽👇🏽  https://t.co/oY4P8d95aM,11,78,57,https://twitter.com/bivillamizar/status/1286693980596568064
93431,2020-07-23,jmnh74,Ni cagando me dejo poner una vacuna china contra el #VirusChino,6,5,56,https://twitter.com/JMNH74/status/1286293264358940672
93201,2020-07-24,entrelineasnoof,El 16 de julio hicimos esta encuesta. Ni 1% de los que respondieron tiene tiene confianza en una vacuna china  https://t.co/8iDIQVfPQW,6,15,55,https://twitter.com/EntrelineasNoOf/status/1286522247906295808
93857,2020-07-21,cgtnenespanol,"Un estudio publicado en la prestigiosa revista médica ""The Lancet"" afirma que la fase 2 de los ensayos clínicos de la vacuna china para la COVID-19 es segura e induce a respuesta inmune. #China #coronavirus   https://t.co/fd3C9bwtPD",4,40,55,https://twitter.com/cgtnenespanol/status/1285746834023919616
94282,2020-07-21,miss_salmonella,"La ""vacuna china"" también avanza a la fase 3, esto es la nueva ""carrera espacial"", la carrera espacial de nuestro siglo. #COVID19",2,15,55,https://twitter.com/Miss_Salmonella/status/1285488931316916225
459810,2020-07-22,josfari51554066,#ULTIMAHORA ahora a estar pendiente xq si la vacuna RUSA se va a distribuir como se hacen los empleos en las empresas del Estado nos volvimos a joder los revolucionar se los juro por mi madre ...cambio y fuera..,6,39,54,https://twitter.com/JosFari51554066/status/1286062552259198981
94755,2020-07-20,nuriapiera,Vacuna china contra la COVID-19 en fase 2 es segura e induce respuesta inmune  https://t.co/N5QdBu0C1U #NDigital  https://t.co/knjbdf7oFd,10,15,53,https://twitter.com/nuriapiera/status/1285243457548587009
93933,2020-07-21,nuriapiera,Brasil comienza los tests de la vacuna china contra la COVID-19  https://t.co/5a6VLFB8Gb #NDigital  https://t.co/9658f2f79u,0,11,52,https://twitter.com/nuriapiera/status/1285717702418599937
460122,2020-07-21,bluradioco,Crece la ilusión y la esperanza: vacuna rusa también creó inmunidad al COVID-19 #MañanasBLU →  https://t.co/kzacZX2HFe  https://t.co/Yn5BYSWv06,0,12,51,https://twitter.com/BluRadioCo/status/1285537178836246530
94742,2020-07-20,gorka_orive,Resultados de la fase II de la vacuna china de CanSino en &gt;500 participantes. Correcto perfil de seguridad sin eventos adversos graves y muestra eficacia (anticuerpos + célulasT) en aprox. 90% de los vacunados (mejor con dosis mayor de partículas virales).  https://t.co/B9sHyKgLDA  https://t.co/K91ln7bUBg,1,32,51,https://twitter.com/gorka_orive/status/1285247090038317057
93031,2020-07-24,pcorrea78,Los estudios fase III deberían tardar al menos un año pero la idea es revisar resultados en 6 meses y decidir si se avanza a vacunar a la población. El médico colombiano Ricardo Palacios evalúa la vacuna china Sinovac Biotech en Brasil.  https://t.co/ewb4oshGwC,2,16,51,https://twitter.com/pcorrea78/status/1286773113305411585
94703,2020-07-20,europapress,"Una vacuna china es segura e induce respuesta inmune, según un estudio fase 2    https://t.co/4MiU7r1lkI",12,23,50,https://twitter.com/europapress/status/1285258920756490241
460498,2020-07-19,tuiterosismico,"Los anticuerpos contra el #covid19 desarrollados gracias a una vacuna rusa permanecerán en el cuerpo ""a largo plazo""  es la única vacuna que la logrado anticuerpos duraderos.  https://t.co/6C0CgFomBi",1,25,48,https://twitter.com/TuiteroSismico/status/1285031001186619399
93159,2020-07-24,marinaortizt,"@CNNEE @marthamoreno6 Virus chino, mascarillas chinas, tal vez vacuna china y cuando los países no puedan comprarla te prestan el dinerillo... los mismos chinos. Buenos vendedores cierto?",0,6,48,https://twitter.com/MarinaOrtizT/status/1286626353077510145
93109,2020-07-24,camachocastro,"FANATISMO:  Si cuestiono el origen del SARSCOV-2 y el oscuro rol de China y la OMS, me califican de anti China. Si estoy dispuestos a recibir la vacuna China, entonces soy pro China. ENTIENDAN, hay personas que no andamos buscando la aprobación de otros para nuestras opiniones.  https://t.co/60g8nCUVSZ",10,30,47,https://twitter.com/camachocastro/status/1286677073889767424
459990,2020-07-21,josmchacn2,Cómo no es la vacuna inglesa los medios no le dan importancia.  Defensa de Rusia: la primera vacuna rusa contra el coronavirus está lista   https://t.co/ysyCqYbEeU,3,17,44,https://twitter.com/JosMChacn2/status/1285644387507146752
93371,2020-07-23,gabita,Sería el colmo que nos entuquen la vacuna china; no dudo que venga el Apocalipsis zombie con esta ... shit,14,14,44,https://twitter.com/gabita/status/1286330306727903234
93980,2020-07-21,diariolibre,|#Actualidad| Se inician en Brasil tests de la vacuna china contra COVID-19.  #DiarioLibre #COVID19 #Brasil  https://t.co/avQ2qpy0Ej,0,17,43,https://twitter.com/DiarioLibre/status/1285696292790898688
93135,2020-07-24,elcomerciocom,Vacuna china contra el covid-19 se muestra prometedora en pruebas con animales  https://t.co/TYPL7HvY32,7,36,42,https://twitter.com/elcomerciocom/status/1286651268841320449
94532,2020-07-20,citytv,Potencial vacuna china para la covid-19 también da buenas noticias -&gt;   https://t.co/LUNA9cylAo  https://t.co/btiDgsa2fT,2,8,41,https://twitter.com/Citytv/status/1285311080273711106
93481,2020-07-23,robertayque,Esa vacuna china va a ser tan gratis como los desayunos en los hoteles.,2,5,41,https://twitter.com/robertayque/status/1286193287880204294
93202,2020-07-24,expansionmx,#Video Brasil inicia la fase final de pruebas de la vacuna china Coronavac.  https://t.co/agSVxeMlag,0,10,40,https://twitter.com/ExpansionMx/status/1286521489844510720
94114,2020-07-21,reportecovid19,"📢#FRASE “Me preguntaron cuál era mi grado de optimismo entre el 0 y el 10 y contesté sin pestañear: 11” Dr. Dimas Covas, presidente del Instituto Butantan, que coordina la aplicación de la vacuna china en Brasil🇧🇷.   #ReporteCOVID19 🇨🇴  https://t.co/Qfl9vcfDYU",0,10,40,https://twitter.com/ReporteCOVID19/status/1285645689062674440
94360,2020-07-20,sifrinadepueblo,"Panamá acaba de entrar en el programa de pruebas de la vacuna Oxford, en meses próximos se aplicara a voluntarios allá, aquí nos tendremos que conformar con el antiviral Ruso o la ""vacuna"" china.....Dios nos agarre confesados!",5,26,40,https://twitter.com/sifrinadepueblo/status/1285404341843759104
93334,2020-07-23,bergesmanuel1,"Pienso que los ciudadanos pensantes, nunca se aplicarían esa vacuna China. Me equivoco?",7,3,39,https://twitter.com/bergesmanuel1/status/1286368789953679360
94232,2020-07-21,abc_es,La vacuna china contra la covid-19 en fase 2 es segura e induce respuesta inmune  https://t.co/UzBT75iNZ5,9,20,39,https://twitter.com/abc_es/status/1285561414061625344
94573,2020-07-20,iaiestaran,"Vacuna china en fase 2 resulta segura y produce respuesta inmune en la epidemia de coronavirus #COVID19, según estudio publicado en The Lancet.",1,37,39,https://twitter.com/iaiestaran/status/1285300931668725763
94803,2020-07-20,tinocogrogelio,"""The Lancet publica avances de #vacuna china contra la #COVID19""  https://t.co/umEZlLMDzV @TheLancet",1,14,39,https://twitter.com/TinocoGRogelio/status/1285227943887691776
94138,2020-07-21,el_pais,DIRECTO | Brasil arranca las pruebas de la vacuna china en cerca de un millar de sanitarios  https://t.co/oDQjCdnvE8  https://t.co/AaYf30ydGO,4,26,38,https://twitter.com/el_pais/status/1285627036225146880
94769,2020-07-20,albertorodnews,ÚLTIMA HORA | Una vacuna china contra la Covid-19 en fase 2 es segura e induce respuesta inmune.  https://t.co/wHcvEMxtU2,37,34,37,https://twitter.com/AlbertoRodNews/status/1285239563586342913
93272,2020-07-23,zorayadiaz1,"En verdad pensaría 20 veces o más ponerme la vacuna China. Leo que darán crédito, ¿crédito? ¡Deben regalarla!",16,5,37,https://twitter.com/ZorayaDiaz1/status/1286442622970728448
459747,2020-07-23,sputnikmundo,La vacuna rusa contra COVID-19 se probará en otros 800 voluntarios en etapa final de ensayos  👉   https://t.co/daPPw7x8aZ  #COVID_19 #coronavirus,0,30,37,https://twitter.com/SputnikMundo/status/1286334759463989254
93851,2020-07-21,ameliarueda,"Brasil, primer país en fase final de pruebas de vacuna china contra Covid-19  https://t.co/kajqBf1BRj",0,2,37,https://twitter.com/ameliarueda/status/1285750244286672896
94061,2020-07-21,latinus_us,Brasil probará vacuna China contra #COVID19 en 9 mil voluntarios. #Coronavirus #Latinus #InformaciónParaTi  https://t.co/96ZzdhLPkr,0,2,37,https://twitter.com/latinus_us/status/1285666854598582273
94125,2020-07-21,srbovary,"Todos anhelando una vacuna contra el Covid19 y ahora que no se dejarían poner una vacuna china, ni una rusa, ni mucho menos una inglesa.🙄 Se deberían comer un carro tanque de mierda, malparidos. 🙄",0,1,37,https://twitter.com/SrBovary/status/1285636348607696896
94353,2020-07-21,ecuavisa,¡ATENCIÓN! La vacuna china contra el COVID-19 llega a Brasil.  https://t.co/ynrtgR1fk3  https://t.co/fOpPnO2j2g,4,14,36,https://twitter.com/ecuavisa/status/1285409281077108737
94684,2020-07-20,reportecovid19,🇨🇴#DATO @TheLancet publicó resultados del ensayo clínico de vacuna China diseñada en Wuhan. Ya se evaluó en fase I y II y pasará a la fase III.  La revista menciona que la vacuna  es segura e induce una buena respuesta inmune. #ReporteCOVID19 🇨🇴  https://t.co/BuTY35kWCe,4,9,36,https://twitter.com/ReporteCOVID19/status/1285265622931300354
92943,2020-07-25,reuterslatam,Vacuna china contra #COVID19 comienza a probarse en Brasil 🇧🇷💉  https://t.co/MTd95agJoS,3,43,36,https://twitter.com/ReutersLatam/status/1287087334169743361
460496,2020-07-19,radioamericahn,#AméricaNoticias #Mundo #Coronavirus   Anticuerpos contra COVID-19 desarrollados gracias a vacuna rusa permanecerán en el cuerpo “a largo plazo”  https://t.co/m1LhEcpCQA  https://t.co/oH43kESDBJ,3,7,35,https://twitter.com/radioamericahn/status/1285032551686578176
93654,2020-07-22,eluniversocom,Vacuna china contra #COVID19 ofrece esperanzas con una respuesta inmune ►  https://t.co/NNeXpU6G4p  https://t.co/VhmRqIE5Pv,8,9,34,https://twitter.com/eluniversocom/status/1285962829988876289
94623,2020-07-20,sputnikmundo,Vacuna china contra el COVID-19 llega a Brasil para comienzo de pruebas en voluntarios  👇  https://t.co/FEK2puSjt5,4,36,33,https://twitter.com/SputnikMundo/status/1285282828020850689
92954,2020-07-25,teresitafrancis,@rdavidgoncalves Bueno acá  no habrá vacuna china es Pfizer y otros laboratorios no chinos 🥶👹,2,2,33,https://twitter.com/teresitafrancis/status/1287046321527029760
460181,2020-07-21,mexteki,"La 1a vacuna rusa contra el Covid-19 está lista, dijo el viceministro de Defensa de Rusia, Ruslán Tsalikov. Hubo ensayos clínicos en el hospital militar Burdenko de Moscú. Se reunió especialistas militares y científicos del Centro de Epidemiología y Microbiología Nikolái Gamaleya  https://t.co/Pw8CHG9ezG",1,15,32,https://twitter.com/Mexteki/status/1285443931325501441
93692,2020-07-22,cubadebatecu,Vacuna #China contra la COVID-19 ensayada en humanos es capaz de inducir una reacción inmune  https://t.co/K71LJYOcKL,0,24,32,https://twitter.com/cubadebatecu/status/1285946495028658177
93346,2020-07-23,pichinchauniver,"🌎 #Mundo | La vacuna china contra el coronavirus será “un bien público de acceso universal”, así lo anunció el ministro chino de Relaciones Exteriores, Wang Yi. Los detalles ⬇  https://t.co/emnas3xd7P",0,13,32,https://twitter.com/pichinchauniver/status/1286356653722525697
459797,2020-07-22,m_v_mejia,"VACUNA RUSA CONTRA COVID 19  El Ministerio de Defensa ruso concluyó con éxito fase de pruebas clínicas de vacuna contra COVID-19 realizadas con Centro Nacional de Epidemiología. Espera comenzar en agosto fase III más amplia, con miles de personas.   https://t.co/MZLPH05jEp  https://t.co/umuYTqMYaH",1,16,31,https://twitter.com/M_V_MEJIA/status/1286120315165319169
94194,2020-07-21,ronyvargasv,La mejor competencia de la historia de la humanidad.  - Vacuna Moderna (EEUU) ✅ - Vacuna Oxford (UK) ✅ - Vacuna china ✅ - Vacuna rusa ✅  ¡Aquí ganamos TODOS! 🗺️🙌🏼,4,14,31,https://twitter.com/RonyVargasV/status/1285587602687631360
460060,2020-07-21,ronyvargasv,La mejor competencia de la historia de la humanidad.  - Vacuna Moderna (EEUU) ✅ - Vacuna Oxford (UK) ✅ - Vacuna china ✅ - Vacuna rusa ✅  ¡Aquí ganamos TODOS! 🗺️🙌🏼,4,14,31,https://twitter.com/RonyVargasV/status/1285587602687631360
93749,2020-07-22,tatopty,"Ok, Brasil va a ser el primer país donde se pruebe la vacuna china contra el Covid. Por suerte entre la amazonía y el tapón del Darién, la gente convertida en zombies no deberían poder llegar a Panamá... igual hay que estar ojo al Cristo... #Iamlegend #zombiesenseptiembre",9,0,31,https://twitter.com/TatoPTY/status/1285900712296185857
94807,2020-07-20,abcdigital,"#ABCMundo🌏: La vacuna contra el #coronavirus que desarrolla la Universidad de Oxford parece ""segura"" y ""entrena"" el sistema inmunológico, según las primeras fases del estudio.  🔶La vacuna china contra el covid-19 llega a Brasil para ser testada.  📲 https://t.co/kloZlfsyHk  https://t.co/qIJi5Nks43",0,17,30,https://twitter.com/ABCDigital/status/1285227020121710593
94648,2020-07-20,foro_tv,Vacuna china contra COVID-19 llega a Brasil para ser aplicada en humanos  https://t.co/X22DrXdLXo  https://t.co/HAaPqBXMEs,1,7,30,https://twitter.com/Foro_TV/status/1285276724830380033
94313,2020-07-21,afpespanol,Brasil inicia el martes la fase final de pruebas de una vacuna china contra el nuevo coronavirus #AFP  https://t.co/J4qU3tRsBu  https://t.co/c0LIKT7Yph,0,22,30,https://twitter.com/AFPespanol/status/1285436842683232256
460335,2020-07-20,elpregonar,#COVID19. Culminan con éxito ensayos clínicos de vacuna rusa contra #Coronavirus.   https://t.co/AObBTZqtW7,0,12,30,https://twitter.com/ElPregonar/status/1285222051813482497
459961,2020-07-21,pretoducaralho1,@MambaNegra92F Ahora segurito saldrán los de la oposición a decir que la vacuna Rusa no sirve porque nuestro ADN trabaja en español...🤦🏽‍♂️😖,4,10,29,https://twitter.com/PretoduCaralho1/status/1285685469959917568
94386,2020-07-20,teledos_tcs,"En Brasil, unos 900 médicos y paramédicos voluntarios en Sao Paulo serán los primeros en el país, en recibir a partir del martes la vacuna china Coronavac contra el coronavirus, como parte de las pruebas en fase 3, informaron este lunes las autoridades locales. #VíaAFP  https://t.co/uyenpxxLNE",0,2,29,https://twitter.com/teledos_tcs/status/1285384053647118338
459925,2020-07-22,carol_oncatvr,"Revelan nuevos detalles de la vacuna rusa contra el covid-19, Durante la aplicación de las dosis de la vacuna rusa, los científicos confirmaron que el organismo de todos los voluntarios reaccionó de manera positiva. Ninguno manifestó efectos secundarios   https://t.co/T0MkEKHet8",1,27,29,https://twitter.com/carol_OncaTvR/status/1285775085710774273
93429,2020-07-23,reuterslatam,Vacuna china contra #COVID19 comienza a probarse en Brasil 💉🇧🇷  https://t.co/8kqUcUs3WN,2,19,29,https://twitter.com/ReutersLatam/status/1286293784666480641
93522,2020-07-22,reuterslatam,Vacuna china contra el #COVID19 comienza a probarse en Brasil 🇧🇷💉  https://t.co/sB5TuBXFG4,4,37,28,https://twitter.com/ReutersLatam/status/1286107522798104576
93656,2020-07-22,noticiarepretel,Vacuna china contra el coronavirus ensayada en humanos se revela segura y capaz de inducir una reacción inmune  https://t.co/ABiPGDEoD5,3,2,28,https://twitter.com/noticiarepretel/status/1285962765841190912
